eu_es,ordinanza_attuale,oc_os,regione,prov,comune,cup,cup_master_unico,intervento_nome,soggetto_attuatore,importo_programmato,fase_di_avanzamento_al_22_dicembre_2024,url_opencup,pro_com_t
EU_1111,OC_109,OC,MARCHE,MC,"Sant'Angelo in Pontano",B63B21000000001,,Complesso Condominiale San Nicola Corpo 1,"Comune di Sant'Angelo in Pontano",1549896.94,FA_1 - Rup nominato e cronoprogramma condiviso,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B63B21000000001,043048
EU_1113,OC_109,OC,MARCHE,MC,Serravalle di Chienti,B13B20000180001,,Edificio Residenziale A Gestione Erap,Comune di Serravalle di Chienti,280790.77,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B13B20000180001,043052
EU_1114,OC_109,OC,MARCHE,MC,Serravalle di Chienti,B13B20000190001,,Edificio Residenziale Ex Collegio,Comune di Serravalle di Chienti,348718.94,FA_5 - Progetto esecutivo approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B13B20000190001,043052
EU_1115,OC_109,OC,MARCHE,MC,Tolentino,B23B20000200001,,"Via Nenni, 1","ERAP Marche - Ente Regionale per L'Abitazione Pubblica",2630448.54,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B23B20000200001,043053
EU_1116,OC_109,OC,MARCHE,MC,Tolentino,F24B20000350001,,Via S. Catervo,Comune di Tolentino,685898.65,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F24B20000350001,043053
EU_1117,OC_109,OC,MARCHE,MC,Treia,I34J20000040001,,Casa Del Custode - Villa La Quiete,Comune di Treia,791809.48,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I34J20000040001,043054
EU_1118,OC_109,OC,MARCHE,MC,Urbisaglia,J43B20000130001,,"Alloggi Ex Convento, Via Ss. Crocefisso 98",Comune di Urbisaglia,486988.04,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/J43B20000130001,043055
EU_1119,OC_109,OC,MARCHE,MC,Urbisaglia,J43F20000020001,,"Appartamenti comunali, Via Leopardi",Comune di Urbisaglia,267500.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/J43F20000020001,043055
EU_1120,OC_109,OC,MARCHE,MC,Urbisaglia,J43B20000120001,,"Appartamenti comunali, Via Petrini",Comune di Urbisaglia,228500.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/J43B20000120001,043055
EU_1121,OC_109,OC,MARCHE,MC,Ussita,C54J20000090002,,Appartamento Erap/Sottostazione Elettrica,Comune di Ussita,667238.18,"FA_6 - Avvio procedure per l'aggiudicazione dei lavori",https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C54J20000090002,043056
EU_1122,OC_109,OC,MARCHE,MC,Valfornace,C73I20000010001,,"Via A. Moro, 5",Comune di Valfornace,806939.59,FA_8 - Fine lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C73I20000010001,043058
EU_1123,OC_109,OC,MARCHE,MC,Visso,E62H20000020001,,Case Popolari Borgo S. Giovanni,Comune di Visso,720865.61,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/E62H20000020001,043057
EU_1124,OC_109,OC,MARCHE,MC,Visso,E62H20000010001,,Case Popolari Pontechiusita e Garage,Comune di Visso,667468.15,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/E62H20000010001,043057
EU_1129,OC_109,OC,MARCHE,MC,Camporotondo di Fiastrone,C21D21000110001,,Acquisto immobile da adibire a rimessa attrezzi comunale,Comune di Camporotondo di Fiastrone,60000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C21D21000110001,043008
EU_1133,OC_109,OC,MARCHE,AN,Staffolo,I53I20000150001,,Chiesa di Santa Teresa,Comune di Staffolo,500000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I53I20000150001,042049
EU_1134,OC_109,OC,MARCHE,MC,Ussita,C53B20000110002,,"Ripristini della rete acquedottistica danneggiata dal sisma per il mantenimento delle dotazioni infrastrutturali indispensabili per il ripristino delle abititabilità",Comune di Ussita,600000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C53B20000110002,043056
EU_1136,OC_109,OC,MARCHE,MC,Loro Piceno,J73B21000020002,,C.da Vignali Bagnere 32,Comune di Loro Piceno,200000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/J73B21000020002,043022
EU_1137,OC_109,OC,MARCHE,MC,Visso,E63B20000140006,,"Appartamento ec scuola elementare di Villa Sant'Antonio",Comune di Visso,164429.05,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/E63B20000140006,043057
EU_1142,OC_109,OC,UMBRIA,PG,Cascia,H43D20002210006,,"Via T. Graziani, 17­19",ATER Umbria,1387945.67,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H43D20002210006,054007
EU_1143,OC_109,OC,UMBRIA,PG,Cerreto di Spoleto,H73D20001690006,,"Via Santa Caterina, 1/A",ATER Umbria,470890.82,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H73D20001690006,054010
EU_1144,OC_109,OC,UMBRIA,PG,Cerreto di Spoleto,D74B17000130002,,Via Santa Maria del Libera,Comune di Cerreto di Spoleto,421875.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/D74B17000130002,054010
EU_1145,OC_109,OC,UMBRIA,PG,Norcia,H53D20002320006,,"Via Case Sparse, 41/A",ATER Umbria,965000.0,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H53D20002320006,054035
EU_1146,OC_109,OC,UMBRIA,PG,Norcia,H53D20002330006,,"Via Case Sparse, 41/B",ATER Umbria,1015000.0,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H53D20002330006,054035
EU_1147,OC_109,OC,UMBRIA,PG,Norcia,H53D20002340006,,"Via Case Sparse, 41/C­D",ATER Umbria,1370000.0,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H53D20002340006,054035
EU_1148,OC_109,OC,UMBRIA,PG,Preci,H43D20002200006,,"Fraz. Saccovescio ­ Via Cairoli, 23",ATER Umbria,869100.28,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H43D20002200006,054043
EU_1149,OC_109,OC,UMBRIA,PG,Preci,H43D20002190006,,"Via De Gasperi, 2",ATER Umbria,785443.08,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H43D20002190006,054043
EU_1150,OC_109,OC,UMBRIA,PG,Sellano,H93D20002590006,,Loc. Postignano,ATER Umbria,1257063.29,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H93D20002590006,054048
EU_1151,OC_109,OC,UMBRIA,PG,Spoleto,B31D18000040002,,"Viale Martiri della Resistenza, 75",Comune di Spoleto,110000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B31D18000040002,054051
EU_116,OC_109,OC,ABRUZZO,TE,Basciano,C49F20000190005,,Palazzo Residenziale - via Roma,COMUNE DI BASCIANO,450000.0,FA_5 - Progetto esecutivo approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C49F20000190005,067005
EU_1165,OC_109,OC,UMBRIA,PG,Bevagna,I14F17000250005,,Chiesa di San Filippo - edificio Chiesa ed Edificio Oratorio e Sagrestia,USR Umbria,1480000.0,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I14F17000250005,054004
EU_1166,OC_109,OC,UMBRIA,PG,Campello Sul Clitunno,B29C18000030001,,PALAZZO COMUNALE,Comune di Campello Sul Clitunno,156240.0,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B29C18000030001,054005
EU_1167,OC_109,OC,UMBRIA,PG,Cascia,C43G20001020001,,Sede Biblioteca - Palazzo Carli,Comune di Cascia,1035027.7,FA_5 - Progetto esecutivo approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C43G20001020001,054007
EU_1168,OC_109,OC,UMBRIA,PG,Cascia,C43G20001030001,,Cimiteri loc. Civita e Castel S. Maria,Comune di Cascia,200000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C43G20001030001,054007
EU_1169,OC_109,OC,UMBRIA,PG,Cascia,C44C19000150001,,PALAZZO COMUNALE,Comune di Cascia,1186668.3,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C44C19000150001,054007
EU_1170,OC_109,OC,UMBRIA,PG,Cerreto di Spoleto,D74E17000550002,,Gruppo Appartamenti per Residenze Anziani,Comune di Cerreto di Spoleto,162300.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/D74E17000550002,054010
EU_1171,OC_109,OC,UMBRIA,PG,Cerreto di Spoleto,D79C18000030002,,PALAZZO COMUNALE,Comune di Cerreto di Spoleto,372763.81,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/D79C18000030002,054010
EU_1172,OC_109,OC,UMBRIA,PG,Gualdo Cattaneo,F13G16001840002,,Porta centro storico frazione S. Terenziano,Comune di Gualdo Cattaneo,62560.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F13G16001840002,054022
EU_1173,OC_109,OC,UMBRIA,PG,Massa Martana,J79I19000000002,,Chiesa Santa Maria della Pace,Comune di Massa Martana,550000.0,FA_5 - Progetto esecutivo approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/J79I19000000002,054028
EU_1174,OC_109,OC,UMBRIA,PG,Montefalco,C99D18000090001,,Teatro San Filippo Neri,Comune di Montefalco,114288.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C99D18000090001,054030
EU_1175,OC_109,OC,UMBRIA,PG,Monteleone di Spoleto,E14B17000270002,,Teatro Comunale,Comune di Monteleone di Spoleto,600874.4,"FA_6 - Avvio procedure per l'aggiudicazione dei lavori",https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/E14B17000270002,054031
EU_1176,OC_109,OC,UMBRIA,PG,Montone,G36J17001370001,,Mura urbiche di via Aldo Bologni,Comune di Montone,219690.0,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G36J17001370001,054033
EU_1177,OC_109,OC,UMBRIA,PG,Norcia,I57H19000520005,,Residenza Protetta,Regione Umbria,1548000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I57H19000520005,054035
EU_1178,OC_109,OC,UMBRIA,PG,Norcia,I55C19000000001,,Piazza Verdi - APSP Fusconi Lombrici Renzi,Regione Umbria,434700.0,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I55C19000000001,054035
EU_1187,OC_109,OC,UMBRIA,PG,Preci,I45B19000180001,,"Abbazia di Sant'Eutizio e rupe di travertino: Studio FAC e risposta sismica locale;",Regione Umbria,1500000.0,,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I45B19000180001,054043
EU_1189,OC_109,OC,UMBRIA,PG,"Sant'Anatolia di Narco",I61E17000640002,,Fraz. Caso - Muro sostegno lavatoi e fontanili,Comune di S. Anatolia di Narco,250667.5,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I61E17000640002,054045
EU_1190,OC_109,OC,UMBRIA,PG,Scheggino,J81E19000000002,,Mura urbiche,Comune di Scheggino,189169.53,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/J81E19000000002,054047
EU_1191,OC_109,OC,UMBRIA,PG,Sellano,E96C17000000001,,PALAZZO COMUNALE,Comune di Sellano,507000.0,FA_5 - Progetto esecutivo approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/E96C17000000001,054048
EU_1192,OC_109,OC,UMBRIA,PG,Spoleto,B34B19000020002,,"Complesso Teatrale Chiostro di San Nicolò",Comune di Spoleto,1301467.12,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B34B19000020002,054051
EU_1193,OC_109,OC,UMBRIA,PG,Spoleto,B34B19000010002,,Palazzetto Ancaiani,Comune di Spoleto,1140587.85,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B34B19000010002,054051
EU_1194,OC_109,OC,UMBRIA,TR,Arrone,I47H17001330001,,Strada provinciale SP4,USR Umbria,391000.0,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I47H17001330001,055005
EU_1195,OC_109,OC,UMBRIA,TR,Ferentillo,F25I17000140002,,Muro del cimitero di Santa Illuminata,Comune di Ferentillo,319550.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F25I17000140002,055012
EU_1196,OC_109,OC,UMBRIA,TR,Ferentillo,F27B17000400002,,Archivio comunale,Comune di Ferentillo,174300.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F27B17000400002,055012
EU_1197,OC_109,OC,UMBRIA,TR,Montecastrilli,J75F17000070001,,Chiesa Cimiteriale di Farnetta,Comune di Montecastrilli,24660.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/J75F17000070001,055017
EU_1198,OC_109,OC,UMBRIA,TR,Polino,C89D18000000005,,"Rocca Museo dell'Appennino Umbro",Comune di Polino,78360.0,"FA_6 - Avvio procedure per l'aggiudicazione dei lavori",https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C89D18000000005,055027
EU_120,OC_109,OC,ABRUZZO,AQ,Capitignano,G92C18000210001,,Residenziale - Fraz. Sivignano - via Capo Croce,COMUNE CAPITIGNANO,170000.0,FA_5 - Progetto esecutivo approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G92C18000210001,066021
EU_1204,OC_109,OC,UMBRIA,PG,Bettona,F98C20000230001,,"Museo della Città di Bettona",Comune di Bettona,373798.19,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F98C20000230001,054003
EU_1205,OC_109,OC,UMBRIA,PG,Bevagna,B18D19000330001,,Mura Castellane Loc. Castelbuono,Comune di Bevagna,139200.0,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B18D19000330001,054004
EU_1206,OC_109,OC,UMBRIA,PG,Bevagna,B18D19000890001,,Porta e Mura Urbiche,Comune di Bevagna,72000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B18D19000890001,054004
EU_1207,OC_109,OC,UMBRIA,PG,Bevagna,B15C19000110002,,cimitero comunale,Comune di Bevagna,480000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B15C19000110002,054004
EU_1208,OC_109,OC,UMBRIA,PG,Campello Sul Clitunno,B29C18000040001,,Canonica Chiesa della Madonna della Bianca,Comune di Campello Sul Clitunno,228000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B29C18000040001,054005
EU_1210,OC_109,OC,UMBRIA,PG,Cannara,I35I18000570001,,Chiesa di San Donato,Comune di Cannara,210000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I35I18000570001,054006
EU_1212,OC_109,OC,UMBRIA,PG,Cascia,C43G20001040001,,Cimitero Cascia Capoluogo,Comune di Cascia,402753.49,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C43G20001040001,054007
EU_1213,OC_109,OC,UMBRIA,PG,Cascia,C44F20000000001,,Chiesa di San Francesco - Torre Campanaria,Comune di Cascia,1052156.4,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C44F20000000001,054007
EU_1214,OC_109,OC,UMBRIA,PG,Cascia,C43G20001050001,,Chiesa Museo S. Antonio Abate,Comune di Cascia,750000.0,FA_5 - Progetto esecutivo approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C43G20001050001,054007
EU_1215,OC_109,OC,UMBRIA,PG,Cascia,J47H19000010001,,SR 320 - Cascia: Frana su scarpate e pareti rocciose,Provincia di Perugia,300000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/J47H19000010001,054007
EU_1217,OC_109,OC,UMBRIA,PG,Cerreto di Spoleto,D71E19000000002,,Cimitero di Borgo Cerreto,Comune di Cerreto di Spoleto,135000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/D71E19000000002,054010
EU_1218,OC_109,OC,UMBRIA,PG,Cerreto di Spoleto,D79D19000000002,,"Centro salute ASL e attività commerciali",Comune di Cerreto di Spoleto,275000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/D79D19000000002,054010
EU_1219,OC_109,OC,UMBRIA,PG,Cerreto di Spoleto,D74E16000840002,,Comune di Cerreto di Spoleto - Hotel Panorama,Comune di Cerreto di Spoleto,750000.0,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/D74E16000840002,054010
EU_1224,OC_109,OC,UMBRIA,PG,Foligno,C67B19000000001,,Torre dei Cinque Cantoni,Comune di Foligno,200000.0,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C67B19000000001,054018
EU_1225,OC_109,OC,UMBRIA,PG,"Giano Dell'Umbria",I94C19000040002,,PALAZZO COMUNALE,"Comune di Giano dell'Umbria",1365150.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I94C19000040002,054021
EU_1226,OC_109,OC,UMBRIA,PG,"Giano Dell'Umbria",I93J19000160002,,Cimitero in Loc. Montecchio,"Comune di Giano dell'Umbria",112500.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I93J19000160002,054021
EU_1227,OC_109,OC,UMBRIA,PG,"Giano Dell'Umbria",I94B19000060002,,Chiesa/magazzino Cimitero di Montecchio,"Comune di Giano dell'Umbria",55000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I94B19000060002,054021
EU_1229,OC_109,OC,UMBRIA,PG,Gualdo Cattaneo,F19C17000040002,,PALAZZO COMUNALE,Comune di Gualdo Cattaneo,776000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F19C17000040002,054022
EU_1230,OC_109,OC,UMBRIA,PG,Gualdo Tadino,I29G19000030002,,Cimitero Civico di San Facondino,Comune di Gualdo Tadino,940000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I29G19000030002,054023
EU_1231,OC_109,OC,UMBRIA,PG,Marsciano,J66J17000840001,,Torre campanaria di Papiano,Comune di Marsciano,205111.33,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/J66J17000840001,054027
EU_1232,OC_109,OC,UMBRIA,PG,Massa Martana,J66J17000840001,,Spogliatoi ciclodromo Colpetrazzo,Comune di Massa Martana,117800.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/J66J17000840001,054028
EU_1233,OC_109,OC,UMBRIA,PG,Massa Martana,J79C19000010002,,Uffici del Mattatoio Comunale,Comune di Massa Martana,176000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/J79C19000010002,054028
EU_1234,OC_109,OC,UMBRIA,PG,Montefalco,J79C19000000002,,Chiesa del Cimitero Capoluogo e tratti mura urbiche,Comune di Montefalco,600000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/J79C19000000002,054030
EU_1236,OC_109,OC,UMBRIA,PG,Monteleone di Spoleto,I11D18000080001,,PALAZZO COMUNALE,Regione Umbria,1102428.88,FA_5 - Progetto esecutivo approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I11D18000080001,054031
EU_1237,OC_109,OC,UMBRIA,PG,Monteleone di Spoleto,E14F17000740003,,Ex complesso conventuale di San Francesco,Comune di Monteleone di Spoleto,1795181.2,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/E14F17000740003,054031
EU_1244,OC_109,OC,UMBRIA,PG,Norcia,I58B21000170005,,Loc. Serravalle - parete rocciosa su abitato,Regione Umbria,100000.0,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I58B21000170005,054035
EU_1245,OC_109,OC,UMBRIA,PG,Norcia,I56B19000390005,,Str com San Pellegrino - Norcia: Bonifica pareti,Regione Umbria,500000.0,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I56B19000390005,054035
EU_125,OC_109,OC,ABRUZZO,TE,Civitella del Tronto,B76C19000120001,,Scuola - S.S.81 Fraz. Rocche di Civitella,COMUNE CIVITELLA D.T.,500000.0,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B76C19000120001,067017
