comune,prov,ocos,ocos_label,eues_id,eues_id_norm,regione,cupxall,codice_usr,denominazione_interventoxall,categoria,importo_programmato_esclusi_oc_126,fase_di_avanzamento_al_30_aprile_2026,cod_istat_comune,ordinanza_attuale,fase_id,fase_label,soggetto_attuatore,cf_piva_soggetto_attuatore
Teramo,TE,OC,Opere comunali,EU_002675,EU_2675,ABRUZZO,D42H22000780001,ID_N00243,Pala S. Nicolò a Tordino,11 - Altre opere pubbliche,350000,FA_7 - Inizio lavori,067041,OC_120,FA_7,Inizio lavori,COMUNE DI TERAMO - TE -,00174750679
Arquata del Tronto,AP,OS,Opere statali,ES_56,ES_56,MARCHE,F21I22000560005,,O.S.40 - ART 1 comma 1 Lett. F - RIPRISTINO OPERE DI URBANIZZAZIONE NELLA FRAZIONE DI CAPODACQUA nel Comune di Arquata del Tronto,9 - Opere di urbanizzazione e infrastrutture,6355244.4500000002,FA_5 - Progetto esecutivo approvato,044006,OS_40,FA_5,Progetto esecutivo approvato,CICLI INTEGRATI IMPIANTI PRIMARI SPA,00101350445
Cortino,TE,OS,Opere statali,ES_707,ES_707,ABRUZZO,F35G23000030001,,Creazione area logistica di emergenza,9 - Opere di urbanizzazione e infrastrutture,0,FA_5 - Progetto esecutivo approvato,067022,OS_52,FA_5,Progetto esecutivo approvato,COMUNE DI CORTINO - TERAMO -,80004350676
Norcia,PG,OS,Opere statali,ES_730,ES_730,UMBRIA,F57B22000200001,,Infrastrutture a rete e opere puntuali frazione Ancarano - Capo del Colle - I stralcio,9 - Opere di urbanizzazione e infrastrutture,3000000,FA_1 - Rup nominato e cronoprogramma condiviso,054035,OS_64,FA_1,Rup nominato e cronoprogramma condiviso,COMUNE DI NORCIA - PG -,84002650541
Montone,PG,OC,Opere comunali,EU_1674,EU_1674,Umbria,G32C17000260001,,Chiesa Cimitero di Loc. Carpini,3 - Cimiteri,163490,FA_3 - Incarico di progettazione affidato,054033,OC_129,FA_3,Incarico di progettazione affidato,COMUNE DI MONTONE - PERUGIA -,81000430546
Petriolo,MC,OC,Opere comunali,EU_3206,EU_3206,MARCHE,G35F21000400001,,Lavori di messa in sicurezza e riqualificazione area urbana a lato del campo sportivo,9 - Opere di urbanizzazione e infrastrutture,150837.54999999999,FA_9 - Collaudo,043036,OC_104,FA_9,Collaudo,COMUNE DI PETRIOLO - MACERATA. -,00286490438
Cittaducale,RI,OS,Opere statali,ES_582,ES_582,LAZIO,H31B21005930001,P23.0088-0022,Nuovo Polo didattico antisismico in Frazione Santa Rufina (Infanzia e Primaria),10 - Scuole,2987876,FA_4 - Progetto definitivo/PFTE approvato,057016,OS_31,FA_4,Progetto definitivo/PFTE approvato,COMUNE DI CITTADUCALE - RIETI -,00113040570
Gagliole,MC,OC,Opere comunali,EU_2838,EU_2838,Marche,H55I21000020001,7548,INTERVENTI DI RIPARAZIONE DEI DANNI CON INTERVENTI LOCALI DI MIGLIORAMENTO SISMICO - MURA CENTRO STORICO 1° STRALCIO,4 - Dissesti,1771200,FA_1 - Rup nominato e cronoprogramma condiviso,043020,OC_137,FA_1,Rup nominato e cronoprogramma condiviso,COMUNE DI GAGLIOLE - MACERATA -,00268590437
Antrodoco,RI,OC,Opere comunali,EU_0203,EU_203,LAZIO,I88C19000200001,P23.0052-0019,Palazzetto dello Sport,11 - Altre opere pubbliche,291886.23,FA_7 - Inizio Lavori,057003,OC_109,FA_7,Inizio lavori,COMUNE DI ANTRODOCO - RIETI -,00103110573
Bastia Umbra,PG,OS,Opere statali,ES_743,ES_743,UMBRIA,I88E17000030001,,"Scuola media ""Colomba Antonietti"" - Palestra",10 - Scuole (Palestre),965248.5,FA_7 - Inizio Lavori,054002,OS_31,FA_7,Inizio lavori,COMUNE DI BASTIA - PG -,00385230545
Maltignano,AP,OC,Opere comunali,EU_3126,EU_3126,MARCHE,F51B20000610001,,Lavori di realizzazione marciapiedi in via Certosa,9 - Opere di urbanizzazione e infrastrutture,199999.44,FA_7 - Inizio Lavori,044027,OC_104,FA_7,Inizio lavori,COMUNE DI MALTIGNANO - AP -,00364960443
Camerino,MC,OC,Opere comunali,EU_3177,EU_3177,MARCHE,E17H21003840001,,Lavori di manutenzione straordinaria strada comunale di Statte-Pozzuolo,9 - Opere di urbanizzazione e infrastrutture,50000,FA_9 - Collaudo,043007,OC_104,FA_9,Collaudo,COMUNE DI CAMERINO - MC -,00276830437
Magliano di Tenna,FM,OC,Opere comunali,EU_0604,EU_604,MARCHE,B16I17000000002,3628,Chiesa Madonna di Loreto,2 - Chiese ed edifici di culto,200000,FA_4 - Progetto definitivo/PFTE approvato,109010,OC_109,FA_4,Progetto definitivo/PFTE approvato,COMUNE DI MAGLIANO DI TENNA - ASCOLI PICENO -,00169370442
Pieve Torina,MC,OC,Opere comunali,EU_0892,EU_892,MARCHE,C55C19000220001,3259,CIMITERO CAPOLUOGO,3 - Cimiteri,3206807.98,FA_8 - Fine lavori,043038,OC_109,FA_8,Fine lavori,COMUNE DI PIEVE TORINA - MC -,81000190439
Castelraimondo,MC,OC,Opere comunali,EU_1064,EU_1064,MARCHE,B32B21000030001,4535,Complesso Azienda Agraria Palanca,5 - Edilizia residenziale pubblica,300000,FA_7 - Inizio lavori,043009,OC_109,FA_7,Inizio lavori,REGIONE MARCHE,80008630420
Castelsantangelo sul Nera,MC,OC,Opere comunali,EU_1814,EU_1814,Marche,F42C17000320001,1841,"RESTAURO, RIPRISTINO E RIFUNZIONALIZZAZIONE DELL'EDIFICIO MONUMENTO AI CADUTI",11 - Altre opere pubbliche,1162685,FA_4 - Progetto definitivo/PFTE approvato,043010,OC_137,FA_4,Progetto definitivo/PFTE approvato,COMUNE DI CASTELSANTANGELO SUL NERA - MACERATA -,00242630432
Serrapetrona,MC,OC,Opere comunali,EU_1873,EU_1873,Marche,D96J23000020001,3481,MIGLIORAMENTO/ADEGUAMENTO SISMICO ED EFFICIENTAMENTO ENERGETICO DELL’EX AMBULATORIO DI CASTEL SAN VENANZO,11 - Altre opere pubbliche,1000000,FA_4 - Progetto definitivo/PFTE approvato,043051,OC_137,FA_4,Progetto definitivo/PFTE approvato,COMUNE DI SERRAPETRONA - MACERATA -,00265950436
Pieve Torina,MC,OC,Opere comunali,EU_2176,EU_2176,Marche,C57H21004160001,7384,RIPRISTINO MANUFATTI (PONTI E PASSAGGI ) LUNGO LE STRADE COMUNALI - Progettazione,12 - Solo Progettazione,200000,FA_1 - Rup nominato e cronoprogramma condiviso,043038,OC_137,FA_1,Rup nominato e cronoprogramma condiviso,COMUNE DI PIEVE TORINA - MC -,81000190439
Cerreto di Spoleto,PG,OC,Opere comunali,EU_1217,EU_1217,UMBRIA,D71E19000000002,,Cimitero di Borgo Cerreto,3 - Cimiteri,135000,FA_9 - Collaudo,054010,OC_109,FA_9,Collaudo,COMUNE DI CERRETO DI SPOLETO - PG -,84002490542
Posta,RI,OC,Opere comunali,EU_1403,EU_1403,Lazio,C85I22002210001,P23.0047-0057,"Edificio Sede VI Comunità Montana del Velino, Archivi comune di Posta e sezione Ares 118",11 - Altre opere pubbliche,3118988,FA_10 - Rinunce/Revoche,057057,OC_129,FA_10,Rinunce/Revoche,UFFICIO SPECIALE PER LA RICOSTRUZIONE POST SISMA DEL 2016 DELLA REGIONE LAZIO,90076740571
Torricella Sicura,TE,OC,Opere comunali,EU_1571,EU_1571,Abruzzo,C64H21000100001,,Riparazione e miglioramento sismico del Cimitero Comunale della Frazione di Poggio Valle di Torricella Sicura,3 - Cimiteri,150000,FA_7 - Inizio lavori,067043,OC_129,FA_7,Inizio lavori,COMUNE DI TORRICELLA SICURA - TE -,80003050673
Campli,TE,OC,Opere comunali,EU_002539,EU_2539,ABRUZZO,E77H21014020001,ID_N00012,Risagomatura scarpate e ripristino della fruibilità della strada attraverso il rifacimento del piano di sottofondo e della pavimentazione,9 - Opere di urbanizzazione e infrastrutture,50000,FA_7 - Inizio lavori,067008,OC_120,FA_7,Inizio lavori,COMUNE DI CAMPLI - TERAMO -,80005970670
Rocca Santa Maria,TE,OC,Opere comunali,EU_002530,EU_2530,ABRUZZO,F89F22000330001,ID_N00208,Riparazione piazzale comunale,9 - Opere di urbanizzazione e infrastrutture,135751,FA_7 - Inizio lavori,067036,OC_120,FA_7,Inizio lavori,COMUNE DI ROCCA SANTA MARIA - TERAMO -,80005510674
Teramo,TE,,,xx,,ABRUZZO,E77H25001680001,ID_NR0021_bis,Intervento sull'asse viabile che va da località Ripe a località Casermette,9 - Opere di urbanizzazione e infrastrutture,700000,FA_1 - Rup nominato e cronoprogramma condiviso,067041,OC_120,FA_1,Rup nominato e cronoprogramma condiviso,AMMINISTRAZIONE PROVINCIALE DI TERAMO,80001070673
Camerino,MC,OS,Opere statali,ES_5,ES_5,MARCHE,E12C21000640001,,"RISTRUTTURAZIONE IMMOBILE di Via Varino Favorino n. 4-6, angolo Via U. Betti n. 56 - EX SEDE BANCA MARCHE",11 - Altre opere pubbliche,2511200,FA_6 - Avvio procedure per l'aggiudicazione dei lavori,043007,OS_4,FA_6,Avvio procedure per l'aggiudicazione dei lavori,COMUNE DI CAMERINO - MC -,00276830437
Accumoli,RI,OS,Opere statali,ES_385,ES_385,LAZIO,D65G22000020005,P23.0090-0018,Urbanizzazioni San Giovanni,9 - Opere di urbanizzazione e infrastrutture,3037900,FA_4 - Progetto definitivo/PFTE approvato,057001,OS_38,FA_4,Progetto definitivo/PFTE approvato,COMUNE DI ACCUMOLI - RIETI -,00113430573
Teramo,TE,OS,Opere statali,ES_324,ES_324,ABRUZZO,E49F18001040001,,Edificio Sede della Prefettura di Teramo,11 - Altre opere pubbliche,9141546.8800000008,FA_7 - Inizio lavori,067041,OS_22,FA_7,Inizio lavori,AMMINISTRAZIONE PROVINCIALE DI TERAMO,80001070673
Foligno,PG,OS,Opere statali,ES_623,ES_623,UMBRIA,C61B21006970001,,Scuola Primaria di Sportella Marini – Ed. in muratura,10 - Scuole,1268820,FA_3 - Incarico di progettazione affidato,054018,OS_31,FA_3,Incarico di progettazione affidato,COMUNE DI FOLIGNO - PG -,00166560540
Foligno,PG,OS,Opere statali,ES_806,ES_806,UMBRIA,C67D19000110001,,"Scuola Media ""Carducci"" - Porzioni in ca",10 - Scuole,1150000,FA_6 - Avvio procedure per l'aggiudicazione dei lavori,054018,OS_31,FA_6,Avvio procedure per l'aggiudicazione dei lavori,COMUNE DI FOLIGNO - PG -,00166560540
Petriolo,MC,OC,Opere comunali,EU_0889,EU_889,MARCHE,G39F19000520001,4124,Alloggi popolari,5 - Edilizia residenziale pubblica,40000,FA_2 - Avvio procedure di affidamento contraente per i servizi,043036,OC_109,FA_2,Avvio procedure di affidamento contraente per i servizi,COMUNE DI PETRIOLO - MACERATA. -,00286490438
San Ginesio,MC,OC,Opere comunali,EU_2971,EU_2971,Marche,G43B17000320008,4890,Struttura geodetica polifunzionale,7 - Edilizia socio sanitaria,120000,FA_9 - Collaudo,043046,OC_48,FA_9,Collaudo,COMUNE DI SAN GINESIO - MC -,00215270430
Roseto degli Abruzzi,TE,OS,Opere statali,ES_200,ES_200,ABRUZZO,G94J18000640001,,ERP 446 - viale Europa n.62,5 - Edilizia residenziale pubblica,1114297.1000000001,FA_3 - Incarico di progettazione affidato,067037,OS_7,FA_3,Incarico di progettazione affidato,A.T.E.R. DELLA PROVINCIA DI TERAMO,00061800678
Force,AP,OC,Opere comunali,EU_0790,EU_790,MARCHE,H89F19000130001,3290,VILLINO VERRUCCI,11 - Altre opere pubbliche,391000,FA_9 - Collaudo,044021,OC_109,FA_9,Collaudo,COMUNE DI FORCE - ASCOLI PICENO -,80000330441
Gualdo,MC,OS,Opere statali,ES_914,ES_914,MARCHE,I62C21000230001,,SCUOLA ROMOLO MURRI INFANZIA - PRIMARIA E MEDIA: MURO DI SOSTEGNO,10 - Scuole,118000,FA_9 - Collaudo,043021,OS_31,FA_9,Collaudo,COMUNE DI GUALDO - MACERATA -,83002290431
Montereale,AQ,OS,Opere statali,ES_695,ES_695,ABRUZZO,I85F23000330001,,Messa in sicurezza strada di accesso al Centro Storico del Capoluogo e parcheggio per stazionamento e sosta di mezzi di emergenza e soccorso.,9 - Opere di urbanizzazione e infrastrutture,2391153.4500000002,FA_1 - Rup nominato e cronoprogramma condiviso,066056,OS_51,FA_1,Rup nominato e cronoprogramma condiviso,COMUNE DI MONTEREALE - L'AQUILA -,00096510664
Foligno,PG,OS,Opere statali,ES_620,ES_620,UMBRIA,J61B21003840001,,ITC “Scarpellini” – Edificio principale – Miglioramento sismico,10 - Scuole,6362000,FA_3 - Incarico di progettazione affidato,054018,OS_31,FA_3,Incarico di progettazione affidato,AMMINISTRAZIONE PROVINCIALE DI PERUGIA,00443770540
Montefalcone Appennino,FM,OC,Opere comunali,EU_3152,EU_3152,MARCHE,F51B20000950001,,Lavori di realizzazione Area di ammassamento/ricovero Protezione Civile,11 - Altre opere pubbliche,140000,FA_9 - Collaudo,109014,OC_104,FA_9,Collaudo,COMUNE DI MONTEFALCONE APPENNINO - ASCOLI PICENO -,00357180447
Amandola,FM,OC,Opere comunali,EU_0813,EU_813,MARCHE,G25F21003300006,3272,EX CASA DEL FASCIO,11 - Altre opere pubbliche,705400,FA_5 - Progetto esecutivo approvato,109002,OC_109,FA_5,Progetto esecutivo approvato,AGENZIA DEL DEMANIO,06340981007
Monteleone di Fermo,FM,OC,Opere comunali,EU_0825,EU_825,MARCHE,G11H19000000001,4621,IMMOBILE COMUNALE IN CENTRO STORICO DA ADIBIRE AD ATTIVITA' CULTURALI,11 - Altre opere pubbliche,835000,FA_7 - Inizio lavori,109019,OC_109,FA_7,Inizio lavori,COMUNE DI MONTELEONE DI FERMO - ASCOLI PICENO -,81001850445
San Ginesio,MC,OC,Opere comunali,EU_0896,EU_896,MARCHE,B49B18000020001,147,Sede Unione Montana,11 - Altre opere pubbliche,2600000,FA_2 - Avvio procedure di affidamento contraente per i servizi,043046,OC_109,FA_2,Avvio procedure di affidamento contraente per i servizi,UNIONE MONTANA DEI MONTI AZZURRI,01874180431
Macerata,MC,OC,Opere comunali,EU_1078,EU_1078,MARCHE,B83B20000250001,2361,Via Foscolo 10B,5 - Edilizia residenziale pubblica,314110.31,FA_3 - Incarico di progettazione affidato,043023,OC_109,FA_3,Incarico di progettazione affidato,ENTE REGIONALE PER L'ABITAZIONE PUBBLICA MARCHE,02573290422
Camerino,MC,OC,Opere comunali,EU_1799,EU_1799,Marche,E13D22000480001,7556,RIPRISTINO ED ADEGUAMENTO DELLE INFRASTRUTTURE NELLA FRAZIONE DI PIEGUSCIANO,9 - Opere di urbanizzazione e infrastrutture,1450000,FA_3 - Incarico di progettazione affidato,043007,OC_137,FA_3,Incarico di progettazione affidato,COMUNE DI CAMERINO - MC -,00276830437
Cerreto d'Esi,AN,OC,Opere comunali,EU_1894,EU_1894,Marche,B56J23000030002,7560,MUNICIPIO CON ANNESSA TORRE CIVICA - STRALCIO N. 2 RIPARAZIONE DANNI E MIGLIORAMENTO SISMICO DELLA TORRE DEL BELISARIO E DELLA TORRE DELL’OROLOGIO,11 - Altre opere pubbliche,1062978.4099999999,FA_7 - Inizio lavori,042013,OC_137,FA_7,Inizio lavori,COMUNE DI CERRETO D'ESI - AN -,00345420426
Ussita,MC,OC,Opere comunali,EU_2209,EU_2209,Marche,C59J21033820002,7346,INTERVENTO DI DEMOLIZIONE E RICOSTRUZIONE DEI LOCALI COMMERCIALI (EX CRUCIANELLI) IN LOC. FRONTIGNANO - Progettazione,12 - Solo Progettazione,120000,FA_3 - Incarico di progettazione affidato,043056,OC_137,FA_3,Incarico di progettazione affidato,COMUNE DI USSITA - MC -,81001810431
Ussita,MC,OC,Opere comunali,EU_2213,EU_2213,Marche,C54H21000090002,7789,"REALIZZAZIONE OPERE DI URBANIZZAZIONE (RETE FOGNARIA, IDRICA, ELETTRICA, PUBBLICA ILLUMINAZIONE) IVI COMPRESE NUOVE STRUTTURE DI ALLOGGIAMENTO DELLE RETI TECNICHE E TECNOLOGICHE NEI NUCLEI DI: FLUMINATA (LATO FRONTIGNANO) E CALCARA DANNEGGIATI DAL SISMA 2016 - Progettazione",12 - Solo Progettazione,160000,FA_3 - Incarico di progettazione affidato,043056,OC_137,FA_3,Incarico di progettazione affidato,COMUNE DI USSITA - MC -,81001810431
Offida,AP,OC,Opere comunali,EU_2297,EU_2297,Marche,C59D21000020001,2493,"RIPARAZIONE, RESTAURO E RISANAMENTO CONSERVATIVO CON MIGLIORAMENTO SISMICO DELLA CINTA MURARIA DEL CIVICO CIMITERO CON ANNESSE CAPPELLINE, MANUFATTI DIVERSI E PERCORSI PEDONALI",3 - Cimiteri,1800000,FA_2 - Avvio procedure di affidamento contraente per i servizi,044054,OC_137,FA_2,Avvio procedure di affidamento contraente per i servizi,COMUNE DI OFFIDA - ASCOLI PICENO -,00136120441
Castelraimondo,MC,OC,Opere comunali,EU_2369,EU_2369,Marche,F34B19000050002,2081,CIMITERO CRISPIERO: RIPARAZIONE DANNI E MIGLIORAMENTO SISMICO DELLA CHIESA E DEI FABBRICATI INAGIBILI,3 - Cimiteri,500000,FA_3 - Incarico di progettazione affidato,043009,OC_137,FA_3,Incarico di progettazione affidato,COMUNE DI CASTELRAIMONDO - MC -,00116600438
Sarnano,MC,OC,Opere comunali,EU_2439,EU_2439,Marche,C76J23000000001,3391,"RIPARAZIONE DEI DANNI E MIGLIORAMENTO SISMICO DELLA CHIESA E DELLA CAPPELLINA ADIACENTE, BLOCCO CENTRALE LOCULI STORICI E MURA DI CINTA DEL CIMITERO COMUNALE DI GIAMPERETO",3 - Cimiteri,450000,FA_4 - Progetto definitivo/PFTE approvato,043049,OC_137,FA_4,Progetto definitivo/PFTE approvato,COMUNE DI SARNANO - MACERATA -,00140670431
Sellano,PG,OC,Opere comunali,EU_1261,EU_1261,UMBRIA,E97C18000580002,,Edificio adibito ad Ostello ed ex-Oratorio,11 - Altre opere pubbliche,528065.52,FA_3 - Incarico di progettazione affidato,054048,OC_109,FA_3,Incarico di progettazione affidato,COMUNE DI SELLANO - PERUGIA -,00470120544
Bettona,PG,OC,Opere comunali,EU_1642,EU_1642,Umbria,F92C21000320001,,Chiesa Sant'Onofrio,3 - Cimiteri,300000,FA_7 - Inizio Lavori,054003,OC_129,FA_7,Inizio lavori,COMUNE DI BETTONA - PG -,00384000543
San Venanzo,TR,OC,Opere comunali,EU_1735,EU_1735,Umbria,E22C21000660001,,Chiesa Cimitero Civico di San Venanzo,3 - Cimiteri,135640,FA_8 - Fine Lavori,055030,OC_129,FA_8,Fine lavori,COMUNE DI SAN VENANZO - TERNI -,00185990553
Bevagna,PG,OC,Opere comunali,EU_3776,EU_3776,UMBRIA,B12C21000810001,,"Teatro Comunale ""Francesco Torti""",11 - Altre opere pubbliche,500000,FA_1 - Rup nominato e cronoprogramma condiviso,054004,OC_263,FA_1,Rup nominato e cronoprogramma condiviso,COMUNE DI BEVAGNA - PG -,00450620547
Torricella Sicura,TE,OC,Opere comunali,EU_0080,EU_80,ABRUZZO,C69D18000080001,,Villa Celommi - Capuani. Museo di arte e di storia,11 - Altre opere pubbliche,1300000,FA_7 - Inizio Lavori,067043,OC_109,FA_7,Inizio lavori,COMUNE DI TORRICELLA SICURA - TE -,80003050673
Acquasanta Terme,AP,OS,Opere statali,ES_1069,ES_1069,MARCHE,F62F25000130005,7851,Analisi dello stato di fatto e progettazione di alcuni tratti della pubblica illuminazione interessati da danneggiamento diretto o indiretto del sisma in alcune frazioni del Comune di Acquasanta Terme”,9 - Opere di urbanizzazione e infrastrutture,15000,FA_4 - Progetto definitivo/PFTE approvato,044001,OS_95,FA_4,Progetto definitivo/PFTE approvato,COMUNE DI ACQUASANTA TERME - AP -,00356080440
Cupramontana,AN,OS,Opere statali,ES_997,ES_997,MARCHE,F85E17000070002,,ISTITUTO SCOLASTICO LUIGI BARTOLINI,10 - Scuole,7630000,FA_7 - Inizio lavori,042016,OS_31,FA_7,Inizio lavori,COMUNE DI CUPRAMONTANA - AN -,00208390427
Morrovalle,MC,OS,Opere statali,ES_931,ES_931,MARCHE,F94I20000120001,,MATERNA COLLI ASOLA PARTE C.A.,10 - Scuole,269500,FA_4 - Progetto definitivo/PFTE approvato,043033,OS_31,FA_4,Progetto definitivo/PFTE approvato,COMUNE DI MORROVALLE - MC -,00132100439
Campli,TE,OS,Opere statali,ES_180,ES_180,ABRUZZO,G74J19000330001,,ERP 618 - Fraz. Paduli via Case Sparse n.1,5 - Edilizia residenziale pubblica,1287195,FA_3 - Incarico di progettazione affidato,067008,OS_7,FA_3,Incarico di progettazione affidato,A.T.E.R. DELLA PROVINCIA DI TERAMO,00061800678
Sefro,MC,OC,Opere comunali,EU_2089,EU_2089,Marche,G83C22000250001,7586,INTERVENTO DI RIPARAZIONE DEI DANNI SISMA DEL MURAGLIONE SPONDA SINISTRA TORRENTE SCARZITO PRESSO SCUOLA CAPOLUOGO,9 - Opere di urbanizzazione e infrastrutture,76832.89,FA_3 - Incarico di progettazione affidato,043050,OC_137,FA_3,Incarico di progettazione affidato,COMUNE DI SEFRO - MACERATA -,00210940433
Montorio al Vomano,TE,OS,Opere statali,ES_195,ES_195,ABRUZZO,G94J18000620001,,ERP 638 - via Enzo Ferrari n.20,5 - Edilizia residenziale pubblica,608580,FA_7 - Inizio lavori,067028,OS_7,FA_7,Inizio lavori,A.T.E.R. DELLA PROVINCIA DI TERAMO,00061800678
Montelparo,FM,OC,Opere comunali,EU_0826,EU_826,MARCHE,H26J20001690005,3014,EX CONVENTO AGOSTINIANO (OSTELLO COMUNALE) CON CHIESA DI S.AGOSTINO,2 - Chiese ed edifici di culto,3217200,FA_3 - Incarico di progettazione affidato,109020,OC_109,FA_3,Incarico di progettazione affidato,COMUNE DI MONTELPARO - AP -,81000670448
Monte Rinaldo,FM,OC,Opere comunali,EU_0540,EU_540,MARCHE,H39D18000030001,2104,MUSEO ARCHEOLOGICO,11 - Altre opere pubbliche,93260,FA_9 - Collaudo,109021,OC_109,FA_9,Collaudo,COMUNE DI MONTE RINALDO - ASCOLI PICENO -,00396470445
Pizzoli,AQ,OC,Opere comunali,EU_0104,EU_104,ABRUZZO,H64J19000050001,,"ATER n.1763 - Loc. San Lorenzo, via dell'Aquila",5 - Edilizia residenziale pubblica,421200,FA_8 - Fine lavori,066072,OC_109,FA_8,Fine lavori,A.T.E.R. DELLA PROVINCIA DELL'AQUILA,00083210666
Corridonia,MC,OC,Opere comunali,EU_3188,EU_3188,MARCHE,H92C20000020002,,Lavori di ripristino funzionale della torre campanaria della Chiesa di San Francesco e rifacimento di pavimentazione in sanpietrini di Via Garibaldi.,2 - Chiese ed edifici di culto,150000,FA_9 - Collaudo,043015,OC_104,FA_9,Collaudo,COMUNE DI CORRIDONIA - MC -,00182490433
Grottammare,AP,OS,Opere statali,ES_853,ES_853,MARCHE,I81B21004410001,,ISTITUTO TECNICO FAZZINI,10 - Scuole,1757000,FA_6 - Avvio procedure per l'aggiudicazione dei lavori,044023,OS_31,FA_6,Avvio procedure per l'aggiudicazione dei lavori,AMMINISTRAZIONE PROVINCIALE DI ASCOLI PICENO,01116550441
Bolognola,MC,OC,Opere comunali,EU_1786,EU_1786,Marche,I87H21003600001,2968,RIPRISTINO E RIPARAZIONE PUNTI DI CAPTAZIONE IDRICA (SORGENTI) VALLE DEL FARGNO,9 - Opere di urbanizzazione e infrastrutture,1889310,FA_4 - Progetto definitivo/PFTE approvato,043005,OC_137,FA_4,Progetto definitivo/PFTE approvato,COMUNE DI BOLOGNOLA - MC -,81000910430
Morro d'Oro,TE,OC,Opere comunali,EU_3691,EU_3691,ABRUZZO,J16J25000000001,,Ex Chiesa Sa. Antonio,11 - Altre opere pubbliche,420000,FA_5 - Progetto esecutivo approvato,067029,OC_250,FA_5,Progetto esecutivo approvato,COMUNE DI MORRO D'ORO - TERAMO -,81000370676
Cingoli,MC,OC,Opere comunali,EU_2687,EU_2687,Marche,J67H21010950001,7148,Sistemazione vie centro storico,9 - Opere di urbanizzazione e infrastrutture,91917.4,FA_5 - Progetto esecutivo approvato,043012,OC_120,FA_5,Progetto esecutivo approvato,COMUNE DI CINGOLI - MC -,00129810438
Loro Piceno,MC,OC,Opere comunali,EU_2039,EU_2039,Marche,J72F22000260001,7445,RIGENERAZIONE URBANA DI SPAZI PUBBLICI E RETE IMPIANTISTICA DI P.ZZA TINTORIA,9 - Opere di urbanizzazione e infrastrutture,285000,FA_3 - Incarico di progettazione affidato,043022,OC_137,FA_3,Incarico di progettazione affidato,COMUNE DI LORO PICENO - MACERATA -,00185360435
Castel di Lama,AP,OC,Opere comunali,EU_3117,EU_3117,MARCHE,C74I20000190005,,"Riparazione e messa in sicurezza dal rischio sismico dell'Asilo Nido ""Il Passerotto"" sito in Via Adige n.33",10 - Scuole,200000,FA_9 - Collaudo,044011,OC_104,FA_9,Collaudo,COMUNE DI CASTEL DI LAMA - ASCOLI PICENO -,80000270449
Ascoli Piceno,AP,OC,Opere comunali,EU_2261,EU_2261,Marche,C36G21019210001,7705,"CIMITERO POGGIO DI BRETTA: MURO DI CINTA, BLOCCO LOCULI",3 - Cimiteri,260000,FA_5 - Progetto esecutivo approvato,044007,OC_137,FA_5,Progetto esecutivo approvato,COMUNE DI ASCOLI PICENO - AP -,00229010442
