cup,soggetto_titolare,cf_piva_soggetto,categoria_soggetto,sotto_categoria_soggetto,natura,tipologia_intervento,settore_intervento,sotto_settore_intervento,categoria_intervento,descrizione_cup,anno_decisione,importo_costo_progetto,importo_finanziamento,tipo_copertura,strumento,numero_cup_collegati,cup_master_collegato,url_opencup
F63B19000280001,COMUNE DI FERMO - AP -,00334990447,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI MIGLIORAMENTO SISMICO,INFRASTRUTTURE SOCIALI,ABITATIVE,EDIFICI DANNEGGIATI DA CALAMITA' NATURALI,EDIFICIO VIA TIZIANO 13 ERAP - PIANO EDILIZIA RESIDENZIALE PUBBLICA SISMA 2016*VIA TIZIANO*RIPARAZIONE STRUTTURALE DELL'IMMOBILE,2019,171475.0,171475.0,STATALE,ALTRO-PROGRAMMAZIONE TRIENNALE OO.PP.,0,"",https://opencup.gov.it/portale/progetto/-/cup/F63B19000280001
F63G20000760005,COMUNE DI ACQUASANTA TERME - AP -,00356080440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI MIGLIORAMENTO SISMICO,INFRASTRUTTURE SOCIALI,BENI CULTURALI,RESTAURO E RIQUALIFICAZIONE DI BENI CULTURALI,MIGLIRAMENTO/ADEGUAMENTO DELL'EDIFICIO ADIBITO A TEATRO COMBATTENTI DI ACQUASANTA TERME DANNEGGIATO DAL SISMA DEL 24/08/2016 E SEGUENTI*VIA SLARIA*MIGLIRAMENTO/ADEGUAMENTO SISMICO TEATRO POST SISMA 2016,2020,350000.0,350000.0,ALTRA PUBBLICA,ALTRO-PROGRAMMA OO.PP.LOCALE,0,"",https://opencup.gov.it/portale/progetto/-/cup/F63G20000760005
F63H19000550001,COMUNE DI FERMO - AP -,00334990447,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI ADEGUAMENTO SISMICO,INFRASTRUTTURE SOCIALI,SOCIALI E SCOLASTICHE,"SCUOLE ELEMENTARI, MEDIE E SUPERIORI",LAVORI SCUOLA PRIMARIA  DON DINO MANCINI*VIALE TRENTO*ADEGUAMENTO SISMICO,2019,1396880.0,1396880.0,STATALE,ALTRO-PROGRAMMAZIONE TRIENNALE OO.PP.,0,"",https://opencup.gov.it/portale/progetto/-/cup/F63H19000550001
F63H19000560001,COMUNE DI FERMO - AP -,00334990447,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI ADEGUAMENTO SISMICO,INFRASTRUTTURE SOCIALI,SOCIALI E SCOLASTICHE,"SCUOLE ELEMENTARI, MEDIE E SUPERIORI",LAVORI SCUOLA MEDIA LEONARDO DA VINCI*VIA L. DA VINCI*ADEGUAMENTO SISMICO,2019,3600000.0,3600000.0,STATALE,ALTRO-PROGRAMMAZIONE TRIENNALE OO.PP.,0,"",https://opencup.gov.it/portale/progetto/-/cup/F63H19000560001
F63I17000010001,COMUNE DI ACQUASANTA TERME - AP -,00356080440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),NUOVA REALIZZAZIONE,"ISTRUZIONE, FORMAZIONE E SOSTEGNI PER IL MERCATO DEL LAVORO",SCUOLA E ISTRUZIONE,FORMAZIONE E ISTRUZIONE ALL'INTERNO DELL'OBBLIGO SCOLASTICO,SCUOLA DELL'INFANZIA E PRIMARIA B. TUCCI*VIA PAOLO BUONAMICI*NUOVA COSTRUZIONE DELLA SCUOLA DELLINFANZIA E PRIMARIA BERARDO TUCCI DANNEGGIATA DAL SISMA DEL 24/08/2016 E SEGUENTI,2017,2100000.0,2100000.0,STATALE,ALTRO-PROGRAMMA TRIENNALE OOPP,0,"",https://opencup.gov.it/portale/progetto/-/cup/F63I17000010001
F64H23000120001,COMUNE DI ACQUASANTA TERME - AP -,00356080440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),ALTRO,INFRASTRUTTURE SOCIALI,ALTRE INFRASTRUTTURE SOCIALI,ALTRE INFRASTRUTTURE,COMPLETAMENTO GROTTA SUDATORIA*VIA DELLE TERME*COMPLETAMENTO GROTTA SUDATORIA,2023,1500000.0,1500000.0,STATALE,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/F64H23000120001
F65B22000470001,COMUNE DI ACQUASANTA TERME - AP -,00356080440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI ADEGUAMENTO SISMICO,INFRASTRUTTURE SOCIALI,"SPORT, SPETTACOLO E TEMPO LIBERO",IMPIANTI SPORTIVI,DEMOLIZIONE E RICOSTRUZIONE DELLO SPOGLIATOIO DEL CAMPO SPOTIVO COMUNALE*VIA FRAZIONE CAGNANO*DEMOLIZIONE E RICOSTRUZIONE DELLO SPOGLIATOIO DEL CAMPO SPOTIVO COMUNALE,2022,715000.0,715000.0,STATALE,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/F65B22000470001
F65F21003120001,COMUNE DI ACQUASANTA TERME - AP -,00356080440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),RESTAURO,INFRASTRUTTURE DI TRASPORTO,STRADALI,"STRADE REGIONALI, PROVINCIALI E COMUNALI",RECUPERO DEL PONTE ROMANO DI QUINTODECIMO*FRAZIONE QUINTODECIMO*RECUPERO DEL PONTE ROMANO DI QUINTODECIMO,2021,1100000.0,1100000.0,STATALE,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/F65F21003120001
F65F21003130001,COMUNE DI ACQUASANTA TERME - AP -,00356080440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),RESTAURO,INFRASTRUTTURE DI TRASPORTO,STRADALI,"STRADE REGIONALI, PROVINCIALI E COMUNALI",RECUPERO DEL PONTE ROMANO DELLA STRADA DI MATERA*VIA SALARIA*RECUPERO DEL PONTE ROMANO DELLA STRADA DI MATERA,2021,1100000.0,1100000.0,STATALE,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/F65F21003130001
F66I23000000001,COMUNE DI FERMO - AP -,00334990447,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI MIGLIORAMENTO SISMICO,INFRASTRUTTURE SOCIALI,CULTO,ALTRI EDIFICI PER IL CULTO,CIMITERO URBANO  STORICO - MONUMENTALE*C.DA MOSSA*OPERE STRUTTURALI FINALIZZATE ALLA SICUREZZA SISMICA,2023,3000000.0,3000000.0,STATALE,ALTRO-PROGRAMMAZIONE TRIENNALE OO.PP.,0,"",https://opencup.gov.it/portale/progetto/-/cup/F66I23000000001
F66J21000030001,COMUNE DI ACQUASANTA TERME - AP -,00356080440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI MIGLIORAMENTO SISMICO,INFRASTRUTTURE SOCIALI,BENI CULTURALI,RESTAURO E RIQUALIFICAZIONE DI BENI CULTURALI,"RECUPERO E RISTRUTTIRAZIONE DELLA PARTE PUBBLICA, ATRIO INGRESSO, DEPOSITO E MURI DI CINTA DEL CIMITERO DEL CAPOLUOGO*VIA SALARIA*RECUPERO E RISTRUTTIRAZIONE DELLA PARTE PUBBLICA, ATRIO INGRESSO, DEPOSITO E MURI DI CINTA DEL CIMITERO DEL CAPOLUOGO",2021,2460000.0,2460000.0,STATALE,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/F66J21000030001
F66J21000040001,COMUNE DI ACQUASANTA TERME - AP -,00356080440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI MIGLIORAMENTO SISMICO,INFRASTRUTTURE SOCIALI,BENI CULTURALI,RESTAURO E RIQUALIFICAZIONE DI BENI CULTURALI,RECUPERO E RISTRUTTURAZIONE DEL CIMITERO DI FAVALANCIATA*FRAZIONE FAVALANCIATA*RECUPERO E RISTRUTTURAZIONE DEL CIMITERO DI FAVALANCIATA,2021,200000.0,200000.0,STATALE,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/F66J21000040001
F66J21000050001,COMUNE DI ACQUASANTA TERME - AP -,00356080440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI MIGLIORAMENTO SISMICO,INFRASTRUTTURE SOCIALI,BENI CULTURALI,RESTAURO E RIQUALIFICAZIONE DI BENI CULTURALI,RECUPERO E RISTRUTTURAZIONE DEL CIMITERO DI SAN VITO*FRAZIONE SAN VITO*RECUPERO E RISTRUTTURAZIONE DEL CIMITERO DI SAN VITO,2021,60000.0,60000.0,STATALE,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/F66J21000050001
F66J21000060001,COMUNE DI ACQUASANTA TERME - AP -,00356080440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI MIGLIORAMENTO SISMICO,INFRASTRUTTURE SOCIALI,BENI CULTURALI,RESTAURO E RIQUALIFICAZIONE DI BENI CULTURALI,RECUPERO E RISTRUTTURAZIONE DEL CIMITERO DI TALLACANO FALCIANO*TALLACANO FALCIANO*RECUPERO E RISTRUTTURAZIONE DEL CIMITERO DI TALLACANO FALCIANO,2021,285000.0,285000.0,STATALE,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/F66J21000060001
F66J21000070001,COMUNE DI ACQUASANTA TERME - AP -,00356080440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI MIGLIORAMENTO SISMICO,INFRASTRUTTURE SOCIALI,BENI CULTURALI,RESTAURO E RIQUALIFICAZIONE DI BENI CULTURALI,RECUPERO E RISTRUTTURAZIONE DEL CIMITERO DI PITO POMARO*PITO POMARO*RECUPERO E RISTRUTTURAZIONE DEL CIMITERO DI PITO POMARO,2021,260000.0,260000.0,STATALE,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/F66J21000070001
F66J21000080001,COMUNE DI ACQUASANTA TERME - AP -,00356080440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI MIGLIORAMENTO SISMICO,INFRASTRUTTURE SOCIALI,BENI CULTURALI,RESTAURO E RIQUALIFICAZIONE DI BENI CULTURALI,RECUPERO E RISTRUTTURAZIONE DEL CIMITERO DI ARLI*FRAZIONE ARLI*RECUPERO E RISTRUTTURAZIONE DEL CIMITERO DI ARLI,2021,430000.0,430000.0,STATALE,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/F66J21000080001
F66J21000090001,COMUNE DI ACQUASANTA TERME - AP -,00356080440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI MIGLIORAMENTO SISMICO,INFRASTRUTTURE SOCIALI,BENI CULTURALI,RESTAURO E RIQUALIFICAZIONE DI BENI CULTURALI,RECUPERO E RISTRUTTURAZIONE DEL CIMITERO DI CAPODIRIGO PERACCHIA*FRAZIONE CAPODIRIGO PERACCHIA*RECUPERO E RISTRUTTURAZIONE DEL CIMITERO DI CAPODIRIGO PERACCHIA,2021,235000.0,235000.0,STATALE,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/F66J21000090001
F66J21000100001,COMUNE DI ACQUASANTA TERME - AP -,00356080440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI MIGLIORAMENTO SISMICO,INFRASTRUTTURE SOCIALI,BENI CULTURALI,RESTAURO E RIQUALIFICAZIONE DI BENI CULTURALI,RECUPERO E RISTRUTTURAZIONE DEL CIMITERO DI SAN GREGORIO*FRAZIONE SAN GREGORIO*RECUPERO E RISTRUTTURAZIONE DEL CIMITERO DI SAN GREGORIO,2021,130000.0,130000.0,STATALE,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/F66J21000100001
F66J21000110001,COMUNE DI ACQUASANTA TERME - AP -,00356080440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI MIGLIORAMENTO SISMICO,INFRASTRUTTURE SOCIALI,BENI CULTURALI,RESTAURO E RIQUALIFICAZIONE DI BENI CULTURALI,RECUPERO E RISTRUTTURAZIONE DEL CIMITERO DI ROCCA DI MONTECALVO*FRAZIONE ROCCA DI MONTECALVO*RECUPERO E RISTRUTTURAZIONE DEL CIMITERO DI ROCCA DI MONTECALVO,2021,140000.0,140000.0,STATALE,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/F66J21000110001
F66J23000000001,COMUNE DI FERMO - AP -,00334990447,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI MIGLIORAMENTO SISMICO,INFRASTRUTTURE SOCIALI,BENI CULTURALI,ALTRI BENI CULTURALI,CENTRO CONGRESSI SAN MARTINO*VIA G. LEOPARDI*OPERE STRUTTURALI FINALIZZATE ALLA SICUREZZA SISMICA,2023,7000000.0,7000000.0,STATALE,ALTRO-PROGRAMMAZIONE TRIENNALE OO.PP.,0,"",https://opencup.gov.it/portale/progetto/-/cup/F66J23000000001
F66J23000010001,COMUNE DI FERMO - AP -,00334990447,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI MIGLIORAMENTO SISMICO,INFRASTRUTTURE SOCIALI,BENI CULTURALI,RESTAURO E RIQUALIFICAZIONE DI BENI CULTURALI,ROCCA DI MONTEVARMINE*STRADA PROVINCIALE 58*OPERE STRUTTURALI FINALIZZATE ALLA SICUREZZA SISMICA,2023,4350000.0,4350000.0,STATALE,ALTRO-PROGRAMMAZIONE TRIENNALE OO.PP.,0,"",https://opencup.gov.it/portale/progetto/-/cup/F66J23000010001
F67F19000470001,COMUNE DI FERMO - AP -,00334990447,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),RESTAURO,INFRASTRUTTURE SOCIALI,DIREZIONALI E AMMINISTRATIVE,STRUTTURE/INFRASTRUTTURE PER SEDI DELLA PUBBLICA AMMINISTRAZIONE,"MIGLIORAMENTO SISMICO MUNICIPIO*VIA MAZZINI, 4*MIGLIORAMENTO SISMICO PALAZZO COMUNALE CORPI A E B, A SEGUITO DANNEGGIAMENTI SISMA 24 AGOSTO 2016 E SUCCESSIVI",2019,3600000.0,3600000.0,STATALE,ALTRO-programmazione triennale oo.pp. e programma OO.PP. SISMA ordinanza 56_2018,0,"",https://opencup.gov.it/portale/progetto/-/cup/F67F19000470001
F67H19000580001,COMUNE DI ACQUASANTA TERME - AP -,00356080440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA PER DISSESTO IDROGEOLOGICO,INFRASTRUTTURE DI TRASPORTO,STRADALI,"STRADE REGIONALI, PROVINCIALI E COMUNALI",FRAZIONE COLLEFRATTALE*FRAZIONE COLLEFRATTALE*MOVIMENTO FRANOSO ABITATO COLLEFRATTALE - FERRONI (SISMA 2016),2019,1200000.0,1200000.0,STATALE,ALTRO-Programma OOPP locale,0,"",https://opencup.gov.it/portale/progetto/-/cup/F67H19000580001
F67H19000590001,COMUNE DI ACQUASANTA TERME - AP -,00356080440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA PER DISSESTO IDROGEOLOGICO,INFRASTRUTTURE DI TRASPORTO,STRADALI,"STRADE REGIONALI, PROVINCIALI E COMUNALI",FRAZIONE CAGNANO*FRAZIONE CAGNANO*DISSESTO FRANA COD. 1741 FRAZIONE CAGNANO (SISMA 2016),2019,1000000.0,1000000.0,STATALE,ALTRO-Programma OOPP locale,0,"",https://opencup.gov.it/portale/progetto/-/cup/F67H19000590001
F67H19000600001,COMUNE DI ACQUASANTA TERME - AP -,00356080440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA PER DISSESTO IDROGEOLOGICO,INFRASTRUTTURE DI TRASPORTO,STRADALI,"STRADE REGIONALI, PROVINCIALI E COMUNALI",FRAZIONE QUINTODECIMO*FRAZIONE QUINTODECIMO*MESSA IN SICUREZZA VERSANTE NORD CENTRO ABITATO QUINTODECIMO (SISMA 2016),2019,230000.0,230000.0,STATALE,ALTRO-Programma OOPP locale,0,"",https://opencup.gov.it/portale/progetto/-/cup/F67H19000600001
F67H20001240001,COMUNE DI ACQUASANTA TERME - AP -,00356080440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),NUOVA REALIZZAZIONE,INFRASTRUTTURE SOCIALI,ALTRE INFRASTRUTTURE SOCIALI,ALTRE INFRASTRUTTURE,CENTRO DI AGGREGAZIONE*FRAZIONE PONTE D'ARLI*LAVORI DI REALIZZAZIONE DI UN CENTRO DI AGGREGAZIONE NUOVI PONTI NELLA FRAZIONE DI PONTE D'ARLI,2020,200000.0,200000.0,STATALE,ALTRO-Ordinanza Commissario Straordinario Sisma n.104,0,"",https://opencup.gov.it/portale/progetto/-/cup/F67H20001240001
F67H20003760001,soggetto privato,soggetto privato,ENTI ED ISTITUZIONI SENZA FINE DI LUCRO,ENTI ED ISTITUTI RELIGIOSI CATTOLICI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA,INFRASTRUTTURE SOCIALI,CULTO,CHIESE,"CHIESA DI S. MARIA DELLA MISERICORDIA, COMUNE ACCUMOLI*VIA ROMA 15*RIPRISTINO E RIPARAZIONE EDIFICIO DI CULTO - SISMA 2016",2020,580000.0,580000.0,STATALE,ALTRO-SISMA 2016/2017 - ORDINANZA N. 105/2020 - ELENCO UNICO DECRETO N. 395/2020 - (TCI_BC_105),0,"",https://opencup.gov.it/portale/progetto/-/cup/F67H20003760001
F68B19000020002,COMUNE DI ACQUASANTA TERME - AP -,00356080440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),NUOVA REALIZZAZIONE,"OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' PRODUTTIVE, E LA RICERCA E L'IMPRESA SOCIALE",OPERE E STRUTTURE PER IL TURISMO,ALTRE STRUTTURE DI RICETTIVITA' TURISTICA,CAMPO SPORTIVO LOCALITÀ ARLI*FRAZIONE ARLI*REALIZZAZIONE NUOVA AREA SOSTA CAMPER IN LOCALITÀ ARLI,2019,85000.0,85000.0,REGIONALE,ALTRO-Programma OOPP locale,0,"",https://opencup.gov.it/portale/progetto/-/cup/F68B19000020002
F71B21002300001,AMMINISTRAZIONE PROVINCIALE DI MACERATA,80001250432,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI PROVINCIALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI ADEGUAMENTO SISMICO,INFRASTRUTTURE SOCIALI,SOCIALI E SCOLASTICHE,"SCUOLE ELEMENTARI, MEDIE E SUPERIORI",IPSIA RENZO FRAU DI SARNANO*IPSIA RENZO FRAU DI SARNANO*LAVORI DI ADEGUAMENTO SISMICO DELL'IPSIA RENZO FRAU DI SARNANO,2021,1195100.0,1195100.0,STATALE,ALTRO-ATTO DI PROGRAMMAZIONE LOCALE,0,"",https://opencup.gov.it/portale/progetto/-/cup/F71B21002300001
F72E17000020002,soggetto privato,soggetto privato,IMPRESE ED ALTRI SOGGETTI PRIVATI NON IN FORMA ASSOCIATA,ALTRE IMPRESE DI SERVIZI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI ADEGUAMENTO SISMICO,INFRASTRUTTURE AMBIENTALI E RISORSE IDRICHE,RISORSE IDRICHE E ACQUE REFLUE,SERBATOI ED IMPIANTI DI SOLLEVAMENTO,SERBATOIO PENSILE IN PIAZZA DELLA VITTORIA*PIAZZA DELLA VITTORIA*ADEGUAMENTO SISMICO SERBATOIO PENSILE ACQUEDOTTO COMUNALE CIVITANOVA ALTA - SISMA 2016/2017,2017,312063.0,312063.0,REGIONALE,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/F72E17000020002
F73H19001000001,AMMINISTRAZIONE PROVINCIALE DI MACERATA,80001250432,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI PROVINCIALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI ADEGUAMENTO SISMICO,INFRASTRUTTURE SOCIALI,SOCIALI E SCOLASTICHE,"SCUOLE ELEMENTARI, MEDIE E SUPERIORI",LICEO SCIENTIFICO DI SARNANO*LAVORI DI ADEGUAMENTO SISMICO LICEO SCIENTIFICO DI SARNANO*LAVORI DI ADEGUAMENTO SISMICO LICEO SCIENTIFICO DI SARNANO,2019,2355518.0,2355518.0,STATALE,ALTRO-DOCUMENTO UNICO DI PROGRAMMAZIONE - PROGRAMMA TRIENNALE OO.PP. 2019-2021,0,"",https://opencup.gov.it/portale/progetto/-/cup/F73H19001000001
F74B19000030001,soggetto privato,soggetto privato,ENTI ED ISTITUZIONI SENZA FINE DI LUCRO,ENTI ED ISTITUTI RELIGIOSI CATTOLICI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI MIGLIORAMENTO SISMICO,INFRASTRUTTURE SOCIALI,BENI CULTURALI,MONUMENTI,S. Agostino*Piazza Plebiscito*SISMA 2016 2017: RIPARAZIONE CON MIGLIORAMENTO SISMICO EDIFICIO DI CULTO CON LIVELLO OPERATIVO LX (N38/17 e 63/18),2019,4500000.0,4500000.0,STATALE,ALTRO-TCI_BC-LX,0,"",https://opencup.gov.it/portale/progetto/-/cup/F74B19000030001
F74H20001230001,MINISTERO DELLA CULTURA,97904380587,AMMINISTRAZIONI DELLO STATO,MINISTERI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),RECUPERO,INFRASTRUTTURE SOCIALI,BENI CULTURALI,ALTRI BENI CULTURALI,"TORRE CIVICA DI AMATRICE (RI)*VIA ROMA*MIGLIORAMENTO SISMICO, CONSOLIDAMENTO E RESTAURO DELLA TORRE CIVICA DI AMATRICE (RI)",2020,750000.0,750000.0,STATALE,ALTRO-FONDO PER IL RILANCIO DEGLI INVESTIMENTI DELLE AMMINISTRAZIONI CENTRALI DELLO STATO E PER LO SVILUPPO DEL PAESE DM N. 491 DEL 2/11/2020,0,"",https://opencup.gov.it/portale/progetto/-/cup/F74H20001230001
F74J20000010005,REGIONE LAZIO,80143490581,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI REGIONALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),RECUPERO,INFRASTRUTTURE SOCIALI,CULTO,CHIESE,RECUPERO DELLA CHIESA DELL'OSPEDALE GRIFONI*VIA PICENTE*LAVORI DI RECUPERO DELLA CHIESA DELL'OSPEDALE GRIFONI,2020,2000000.0,2000000.0,ALTRA PUBBLICA,ALTRO-ORDINANZA N. 109 DEL 21 NOVEMBRE 2020 - APPROVAZIONE ELENCO UNICO DEI PROGRAMMI DELLE OPERE PUBBLICHE NONCHÉ DISPOSIZIONI ORGANIZZATIVE E DEFINIZIONE DELLE PROCEDURE DI SEMPLIFICAZIONE E ACCELERAZIONE DELLA RICOSTRUZIONE PUBBLICA,0,"",https://opencup.gov.it/portale/progetto/-/cup/F74J20000010005
