stato,inizio,fine,sindacati,settore,categoria,modalita,rilevanza,note,data_proclamazione,regione,provincia,data_ricezione,inizio_iso,fine_iso
Effettuato,06/05/2025,06/05/2025,OSR UGL FERROVIERI/FAST-CONFSAL/ORSA FERROVIE,Ferroviario,PERSONALE EQUIPAGGI SOC. TRENITALIA DIREZIONE REGIONALE LIGURIA,8 ORE: DALLE 9.01 ALLE 17.00,Regionale,null,24/04/2025,Liguria,Tutte,24/04/2025 12:34,2025-05-06,2025-05-06
Effettuato,06/05/2025,06/05/2025,UGL FERROVIERI/FAST-CONFSAL/ORSA TRASPORTI,Plurisettoriale,"PERSONALE SOCC. GRUPPO FSI, TRENORD, TRENITALIA TPER, LEGACOOP, ANCP, CONFCOOPERATIVE, RAIL CARGO CARRIER, RAIL TRACTION COMPANY",8 ORE: DALLE 09.01 ALLE 16.59,Nazionale,null,11/04/2025,Italia,Tutte,11/04/2025 17:38,2025-05-06,2025-05-06
"Revocato (include le azioni di revoca, sospensione e differimento)",05/05/2025,05/05/2025,FAISA-CONFAIL,Trasporto pubblico locale,PERSONALE DELLE AZIENDE DI TRASPORTO PUBBLICO LOCALE,4 ORE CON MODALITA' TERRITORIALI,Nazionale,null,06/03/2025,Italia,Tutte,06/03/2025 15:58,2025-05-05,2025-05-05
Effettuato,05/05/2025,05/05/2025,OSP FILT-CGIL/FIT-CISL/UILT-UIL/FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. AUTOLINEE TOSCANE PROVINCIA DI PRATO,4 ORE: DALLE 08.29 ALLE 12.29,Territoriale,ART.2 COMMA 7 L. 146/90 E S.M.I.,30/04/2025,Toscana,Prato,30/04/2025 13:18,2025-05-05,2025-05-05
Effettuato,05/05/2025,05/05/2025,OSR UILT-UIL,Trasporto pubblico locale,PERSONALE SETTORE FUNICOLARI SOC. ANM DI NAPOLI,8 ORE: DALLE 09.00 ALLE 17.00,Locale,null,09/04/2025,Campania,Napoli,09/04/2025 15:57,2025-05-05,2025-05-05
"Revocato (include le azioni di revoca, sospensione e differimento)",05/05/2025,06/05/2025,USB LAVORO PRIVATO,Plurisettoriale,PERSONALE IMPRESE COMPARTO FERROVIARIO,SETTORE FERROVIARIO E TRASPORTO MERCI SU ROTAIA 24 ORE: DALLE 21.00 DEL 5/5 ALLE 20.59 DEL 6/5 - SETTORE TPL SU ROTAIA INTERA PRESTAZIONE DEL 6/5*,Nazionale,"*PER TPL SOCC. GTT, SIST. TERRITORIALI, TRASP. FERR.TOSCANO, FERROTRAMVIARIA, FERR. ADR. SANGRITANA - TUA, FERROVIE SUD EST, FERR. GARGANO, FERR. UDINE CIVIDALE",04/04/2025,Italia,Tutte,04/04/2025 15:24,2025-05-05,2025-05-06
"Revocato (include le azioni di revoca, sospensione e differimento)",03/05/2025,03/05/2025,FILT-CGIL/UILT-UIL,Aereo,PILOTI SOC. EASYJET AIRLINES LIMITED,24 ORE,Nazionale,null,03/04/2025,Italia,Tutte,03/04/2025 14:46,2025-05-03,2025-05-03
Effettuato,01/05/2025,01/05/2025,USI-CIT,Generale,SCIOPERO GENERALE PERSONALE DIPENDENTE PUBBLICO E PRIVATO,INTERA GIORNATA,Nazionale,"ESCLUSI SETTORI TRASPORTO AEREO, FERROVIARIO, TRASPORTO PUBBLICO LOCALE, MARITTIMO, CIRCOLAZIONE E SICUREZZA STRADALE",07/04/2025,Italia,Tutte,07/04/2025 09:39,2025-05-01,2025-05-01
Effettuato,30/04/2025,30/04/2025,OSP COBAS LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. GEST DI FIRENZE,4 ORE: DALLE 21.00 A TERMINE SERVIZIO,Territoriale,ART.2 COMMA 7 L. 146/90 E S.M.I.,27/04/2025,Toscana,Firenze,27/04/2025 20:05,2025-04-30,2025-04-30
"Revocato (include le azioni di revoca, sospensione e differimento)",28/04/2025,28/04/2025,OSP CUB TRASPORTI,Trasporto pubblico locale,PERSONALE SOC. AMT DI GENOVA,4 ORE: DALLE 11.45 ALLE 15.45,Territoriale,null,07/03/2025,Liguria,Genova,07/03/2025 16:03,2025-04-28,2025-04-28
"Revocato (include le azioni di revoca, sospensione e differimento)",28/04/2025,28/04/2025,OSP UILT UIL/UNICA TAXI CGIL/URITAXI/CONFARTIGIANATO TAXI/SITAFI FEDERTAXI CISAL/UGL TAXI,Taxi,ADDETTI AL SERVIZIO TAXI  TERRITORIO COMUNALE DI FIRENZE,24 ORE,Locale,null,16/04/2025,Toscana,Firenze,16/04/2025 00:13,2025-04-28,2025-04-28
"Revocato (include le azioni di revoca, sospensione e differimento)",26/04/2025,26/04/2025,FAISA-CONFAIL,Trasporto pubblico locale,PERSONALE DELLE AZIENDE DI TRASPORTO PUBBLICO LOCALE,4 ORE CON MODALITA' TERRITORIALI,Nazionale,null,06/03/2025,Italia,Tutte,06/03/2025 20:12,2025-04-26,2025-04-26
Effettuato,26/04/2025,26/04/2025,RSA UGL AUTOFERRO,Trasporto pubblico locale,PERSONALE SOC. AMT DI GENOVA,8 ORE: VARIE MODALITA',Territoriale,null,07/04/2025,Liguria,Genova,07/04/2025 14:50,2025-04-26,2025-04-26
Effettuato,24/04/2025,24/04/2025,COOPERATIVA TAXI BARI/INTAXI,Taxi,ADDETTI AL SERVIZIO TAXI  TERRITORIO COMUNALE DI BARI,8 ORE: DALLE 09.00 ALLE 18.00,Locale,null,16/04/2025,Puglia,Bari,16/04/2025 11:50,2025-04-24,2025-04-24
"Revocato (include le azioni di revoca, sospensione e differimento)",24/04/2025,24/04/2025,OSP UILT UIL/UNICA TAXI CGIL/URITAXI/CONFARTIGIANATO TAXI/SITAFI FEDERTAXI CISAL/UGL TAXI,Taxi,ADDETTI AL SERVIZIO TAXI  TERRITORIO COMUNALE DI FIRENZE,24 ORE,Locale,null,10/04/2025,Toscana,Firenze,13/04/2025 19:23,2025-04-24,2025-04-24
"Revocato (include le azioni di revoca, sospensione e differimento)",24/04/2025,24/04/2025,TAXI BARI SCARL,Taxi,ADDETTI AL SERVIZIO TAXI  TERRITORIO COMUNALE DI BARI,8 ORE: DALLE 09.00 ALLE 18.00,Locale,null,02/04/2025,Puglia,Bari,14/04/2025 09:50,2025-04-24,2025-04-24
"Revocato (include le azioni di revoca, sospensione e differimento)",24/04/2025,24/04/2025,USB TAXI,Taxi,ADDETTI AL SERVIZIO TAXI  TERRITORIO DI ROMA CAPITALE,14 ORE: DALLE 08.00 ALLE 22.00,Locale,null,14/04/2025,Lazio,Roma,14/04/2025 14:51,2025-04-24,2025-04-24
Effettuato,23/04/2025,23/04/2025,FILT-CGIL/FIT-CISL/UILT-UIL,Appalti ferroviari,PERSONALE SOC. LA GARDENIA APPALTI FERROVIARI GRUPPO FSI,MEZZO TURNO PER OGNI TURNO DI LAVORO,Nazionale,null,25/03/2025,Italia,Tutte,25/03/2025 10:04,2025-04-23,2025-04-23
Effettuato,18/04/2025,25/04/2025,OSR FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. IAS TOURING DI CORIGLIANO-ROSSANO  (CS),DAL 18/4 ASTENSIONE COLLETTIVA DALLA PRESTAZIONE DELLE MANSIONI RITENUTE CONTRATTUALMENTE NON DOVUTE,Locale,null,10/04/2025,Calabria,Cosenza,11/04/2025 08:44,2025-04-18,2025-04-25
"Revocato (include le azioni di revoca, sospensione e differimento)",18/04/2025,18/04/2025,OSR UGL T.A.,Aereo,PERSONALE SOC. ROMEO GESTIONI - APPALTO GESAC PRESSO AEROPORTO NAPOLI CAPODICHINO,4 ORE: DALLE 12.00 ALLE 16.00,Interregionale,null,09/04/2025,Campania,Tutte,09/04/2025 18:00,2025-04-18,2025-04-18
Effettuato,14/04/2025,14/04/2025,OSP FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. ATAF DI FOGGIA SETTORE TPL,4 ORE: DALLE 8.30 ALLE 12.30,Locale,null,25/03/2025,Puglia,Foggia,25/03/2025 17:35,2025-04-14,2025-04-14
"Revocato (include le azioni di revoca, sospensione e differimento)",14/04/2025,14/04/2025,OSR UILT-UIL,Trasporto pubblico locale,PERSONALE SETTORE FUNICOLARI SOC. ANM DI NAPOLI,8 ORE: DALLE 09.00 ALLE 17.00,Locale,null,01/04/2025,Campania,Napoli,01/04/2025 10:20,2025-04-14,2025-04-14
Effettuato,13/04/2025,13/04/2025,OSP CUB TRASPORTI,Trasporto pubblico locale,PERSONALE SOC. AMAT DI PALERMO,24 ORE,Locale,null,19/03/2025,Sicilia,Palermo,19/03/2025 06:20,2025-04-13,2025-04-13
Effettuato,13/04/2025,14/04/2025,UGL MARE E PORTI,Marittimo,PERSONALE MARITTIMO SOC. GNV - GRANDI NAVI VELOCI,24 ORE: DALLE 20.00 DEL 13/4 ALLE 19.59 DEL 14/4,Nazionale,null,24/03/2025,Italia,Tutte,24/03/2025 16:54,2025-04-13,2025-04-14
Effettuato,12/04/2025,13/04/2025,OSP ORSA TPL,Trasporto pubblico locale,PERSONALE SOC. AMT DI GENOVA,4 ORE: DALLE 22.30 DEL 12/4 ALLE 02.30 DEL 13/4,Locale,null,04/03/2025,Liguria,Genova,04/03/2025 08:38,2025-04-12,2025-04-13
"Revocato (include le azioni di revoca, sospensione e differimento)",12/04/2025,30/04/2025,OSR FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. IAS TOURING DI CORIGLIANO-ROSSANO  (CS),DAL 12/4 ASTENSIONE COLLETTIVA DALLA PRESTAZIONE DELLE MANSIONI RITENUTE CONTRATTUALMENTE NON DOVUTE,Locale,null,04/04/2025,Calabria,Cosenza,04/04/2025 15:28,2025-04-12,2025-04-30
"Revocato (include le azioni di revoca, sospensione e differimento)",11/04/2025,12/04/2025,ASSEMBLEA NAZIONALE PDM/PDB,Ferroviario,PERSONALE DI MACCHINA E DI BORDO GRUPPO FSI,23 ORE: DALLE 03.00 DELL' 11/4 ALLE 02.00 DEL 12/4,Nazionale,null,21/03/2025,Italia,Tutte,21/03/2025 14:26,2025-04-11,2025-04-12
"Revocato (include le azioni di revoca, sospensione e differimento)",11/04/2025,11/04/2025,OSP COBAS LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. BRESCIA TRASPORTI DI BRESCIA,4 ORE: DALLE 17.30 ALLE 21.30,Locale,null,29/03/2025,Lombardia,Brescia,29/03/2025 18:19,2025-04-11,2025-04-11
"Revocato (include le azioni di revoca, sospensione e differimento)",11/04/2025,11/04/2025,OSP ORSA TRASPORTI,Trasporto pubblico locale,PERSONALE SOC. BRESCIA TRASPORTI,4 ORE: DALLE 17.30 ALLE 21.30,Locale,null,29/03/2025,Lombardia,Brescia,29/03/2025 10:58,2025-04-11,2025-04-11
Effettuato,11/04/2025,12/04/2025,OSR ORSA FERROVIE,Ferroviario,PERSONALE MOBILE SOC. TRENITALIA DIREZIONE BUSINESS REGIONALE PIEMONTE E VALLE D'AOSTA,23 ORE: DALLE 03.00 DEL' 11/4 ALLE 02.00 DEL 12/4,Regionale,null,26/02/2025,Piemonte,Tutte,26/02/2025 15:02,2025-04-11,2025-04-12
Effettuato,11/04/2025,12/04/2025,OSR ORSA FERROVIE,Ferroviario,"PERSONALE SOC. TRENITALIA ADDETTO A VENDITA, ASSISTENZA DIV. BUSINESS REGIONALE E SVILUPPO INTERMODALE DELLA DIR. REGIONALE PIEMONTE",23 ORE: DALLE 03.00 DELL' 11/4 ALLE 02.00 DEL 12/4,Regionale,null,26/02/2025,Piemonte,Tutte,26/02/2025 15:02,2025-04-11,2025-04-12
Effettuato,11/04/2025,11/04/2025,SI-COBAS,Generale,SCIOPERO GENERALE DEI SETTORI PUBBLICI E PRIVATI,24 ORE,Nazionale,ESCLUSI BACINI DI UTENZA INTERESSATI DA SCIOPERI PRECEDENTEMENTE PROCLAMATI - ESCLUSA SOC. TRENITALIA DTR PIEMONTE E VALLE D'AOSTA - ESCLUSO SETTORE FERROVIARIO,26/03/2025,Italia,Tutte,26/03/2025 11:57,2025-04-11,2025-04-11
Effettuato,11/04/2025,12/04/2025,USB LAVORO PRIVATO,Ferroviario,PERSONALE SOC. RFI IMPIANTI MANUTENZIONE INFRASTRUTTURE - PERSONALE ADDETTO A SERVIZI FERROVIARI NON COLLEGATI CON LA CIRCOLAZIONE TRENI,23 ORE: DALLE 03.00 DELL'11/4 ALLE 02.00 DEL 12/4,Nazionale,null,20/03/2025,Italia,Tutte,20/03/2025 00:01,2025-04-11,2025-04-12
"Revocato (include le azioni di revoca, sospensione e differimento)",09/04/2025,09/04/2025,CUB TRASPORTI,Aereo,"LAVORATORI COMPARTO AEREO, AEROPORTUALE E INDOTTO AEROPORTI",4 ORE: DALLE 10.30 ALLE 14.30,Nazionale,ESCLUSO PERSONALE SOC. ENAV,26/03/2025,Italia,Tutte,26/03/2025 22:46,2025-04-09,2025-04-09
"Revocato (include le azioni di revoca, sospensione e differimento)",09/04/2025,09/04/2025,CUB TRASPORTI,Aereo,"LAVORATORI COMPARTO AEREO, AEROPORTUALE E INDOTTO AEROPORTI",4 ORE: DALLE 12.00 ALLE 16.00,Nazionale,null,13/03/2025,Italia,Tutte,13/03/2025 13:14,2025-04-09,2025-04-09
"Revocato (include le azioni di revoca, sospensione e differimento)",09/04/2025,09/04/2025,OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL T.A.,Aereo,PERSONALE SOC. GESAP AEROPORTO DI PALERMO,8 ORE: DALLE 10.30 ALLE 18.30,Interregionale,null,11/03/2025,Sicilia,Tutte,11/03/2025 13:26,2025-04-09,2025-04-09
Effettuato,09/04/2025,09/04/2025,OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL T.A.,Aereo,PERSONALE SOC. GESAP AEROPORTO DI PALERMO,8 ORE: DALLE 10.00 ALLE 18.00,Interregionale,null,20/03/2025,Italia,Tutte,20/03/2025 17:25,2025-04-09,2025-04-09
Effettuato,09/04/2025,09/04/2025,OST CUB TRASPORTI,Aereo,PERSONALE AUTISTI SOC. SEA AEROPORTI DI MILANO LINATE E MALPENSA,4 ORE: DALLE 10.30 ALLE 14.30,Nazionale,null,19/03/2025,Italia,Tutte,19/03/2025 16:09,2025-04-09,2025-04-09
Effettuato,09/04/2025,09/04/2025,RSA FILT-CGIL/FIT-CISL/UILT-UIL,Aereo,ASSISTENTI DI VOLO SOC. EASYJET AIRLINES LIMITED,4 ORE: DALLE 10.30 ALLE 14.30,Nazionale,null,28/03/2025,Italia,Tutte,28/03/2025 17:51,2025-04-09,2025-04-09
"Revocato (include le azioni di revoca, sospensione e differimento)",08/04/2025,09/04/2025,CUB TRASPORTI,Plurisettoriale,PERSONALE IMPRESE CHE SVOLGONO ATTIVITA' FERROVIARIA,SETTORE FERROVIARIO E TRASPORTO MERCI SU ROTAIA: 24 ORE DALLE 21.00 DELL'8/4 ALLE 20.59 DEL 9/4; SETTORE TPL SU ROTAIA INTERA PRESTAZIONE DEL 9/4*,Nazionale,"*PER TPL SOCC. GTT, SAD, TRENTINO TRASP.,  FER. UDINE C., SIST. TERRITORIALI, TFT, EAV, FERROTRAMVIARIA, FER.ADR. SANGRITANA, FER. GARGANO, FER. CALABRIA, FERROTRANVIARIA",26/02/2025,Italia,Tutte,26/02/2025 19:25,2025-04-08,2025-04-09
"Revocato (include le azioni di revoca, sospensione e differimento)",07/04/2025,07/04/2025,OSP CUB TRASPORTI,Trasporto pubblico locale,PERSONALE SOC. AMTS DI CATANIA,24 ORE,Locale,null,27/03/2025,Sicilia,Catania,27/03/2025 12:18,2025-04-07,2025-04-07
"Revocato (include le azioni di revoca, sospensione e differimento)",07/04/2025,30/04/2025,OSR FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. IAS TOURING DI CORIGLIANO-ROSSANO  (CS),DAL 7/4 ASTENSIONE COLLETTIVA DALLA PRESTAZIONE DELLE MANSIONI RITENUTE CONTRATTUALMENTE NON DOVUTE,Locale,null,02/04/2025,Calabria,Cosenza,02/04/2025 17:58,2025-04-07,2025-04-30
"Revocato (include le azioni di revoca, sospensione e differimento)",06/04/2025,06/04/2025,OSR ORSA TRASPORTI AUTOFERRO TPL,Trasporto pubblico locale,"PERSONALE VIAGGIANTE (MACCHINISTI, CAPITRENO E COORD.RI MOBILITA') DELLA SOC. EAV DI NAPOLI",24 ORE,Locale,null,26/03/2025,Campania,Napoli,26/03/2025 18:31,2025-04-06,2025-04-06
Effettuato,04/04/2025,04/04/2025,24 ORE,Trasporto pubblico locale,PERSONALE SOC. LA PANORAMICA DI CHIETI,OSR FILT-CGIL/FIT-CISL/FAISA-CISAL,Territoriale,null,25/03/2025,Abruzzo,Chieti,25/03/2025 16:02,2025-04-04,2025-04-04
"Revocato (include le azioni di revoca, sospensione e differimento)",04/04/2025,04/04/2025,OSR FILT-CGIL/FIT-CISL/UILT-UIL/FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. TUA REGIONE ABRUZZO,4 ORE: DALLE 9.00 ALLE 13.00,Regionale,null,25/03/2025,Abruzzo,Tutte,25/03/2025 21:22,2025-04-04,2025-04-04
"Revocato (include le azioni di revoca, sospensione e differimento)",01/04/2025,01/04/2025,FILT-CGIL/FIT-CISL/UILT-UIL/FAISA-CISAL/UGL-FNA,Trasporto pubblico locale,PERSONALE DELLE AZIENDE DI TRASPORTO PUBBLICO LOCALE,24 ORE CON MODALITA' TERRITORIALI,Nazionale,"ESCLUSE SOCC. ANM, AMAT, GTT, SIST. TERRITORIALI, FERROTRAMVIARIA, FERR. ADR. SANGRITANA/TUA, TFT, FERR. GARGANO, FERROVIE SUD-EST, FERR. UDINE CIVIDALE",07/03/2025,Italia,Tutte,07/03/2025 21:09,2025-04-01,2025-04-01
Effettuato,01/04/2025,01/04/2025,OSP CUB TRASPORTI,Trasporto pubblico locale,PERSONALE SOC. AMT DI GENOVA,4 ORE VARIE MODALITA',Territoriale,null,20/03/2025,Liguria,Genova,21/03/2025 09:32,2025-04-01,2025-04-01
Effettuato,01/04/2025,01/04/2025,OSP FILT-CGIL/FIT-CISL/UILT-UIL/UGL/FAISA-CISAL/SIAL COBAS + RSU,Trasporto pubblico locale,PERSONALE SOC. TPL LINEA DI SAVONA,4 ORE: DALLE 10.15 ALLE 14.15,Locale,null,15/03/2025,Liguria,Savona,15/03/2025 22:36,2025-04-01,2025-04-01
Effettuato,01/04/2025,01/04/2025,OSP FIT-CISL/FAISA-CISAL/USB LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. SVT DI VICENZA,4 ORE: DALLE 17.00 ALLE 21.00,Locale,null,19/03/2025,Veneto,Vicenza,19/03/2025 00:00,2025-04-01,2025-04-01
Effettuato,01/04/2025,01/04/2025,RSA FIT-CISL/FAISA-CISAL/ORSA TRASPORTI,Trasporto pubblico locale,PERSONALE SOC. ATM DI MESSINA,8 ORE: DALLE 16.00 ALLE 23.59,Locale,null,12/02/2025,Sicilia,Messina,12/02/2025 11:58,2025-04-01,2025-04-01
Effettuato,31/03/2025,31/03/2025,FILT-CGIL/FIT-CISL/UILT-UIL/UGL FERROVIERI/FAST-CONFSAL,Trasporto merci,PERSONALE VIAGGIANTE TRASPORTO MERCI SU FERRO SOC. GTS RAIL,8 ORE: DALLE 16.01 ALLE 23.59,Nazionale,null,21/02/2025,Italia,Tutte,21/02/2025 14:08,2025-03-31,2025-03-31
"Revocato (include le azioni di revoca, sospensione e differimento)",31/03/2025,31/03/2025,OSP FILT-CGIL,Trasporto pubblico locale,PERSONALE SOC. AMAT DI PALERMO,24 ORE,Locale,null,05/03/2025,Sicilia,Palermo,06/03/2025 11:49,2025-03-31,2025-03-31
"Revocato (include le azioni di revoca, sospensione e differimento)",31/03/2025,04/04/2025,TRASPORTOUNITO FIAP,Trasporto merci,FERMO NAZIONALE SERVIZI AUTOTRASPORTO MERCI,120 ORE: DALLE 00.00 DEL 31/3 ALLE 24.00 DEL 4/4,Nazionale,ADESIONE ASR (AUTOTRASPORTATORI SARDI RIUNITI),04/03/2025,Italia,Tutte,05/03/2025 10:10,2025-03-31,2025-04-04
Effettuato,30/03/2025,30/03/2025,OSP CUB TRASPORTI,Circolazione e sicurezza stradale,PERSONALE SOC. CAS CONSORZIO AUTOSTRADE SICILIANE,4 ORE A FINE TURNO,Regionale,null,19/03/2025,Sicilia,Tutte,19/03/2025 21:22,2025-03-30,2025-03-30
Effettuato,30/03/2025,30/03/2025,OSR USB LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. ANM DI NAPOLI,4 ORE: DALLE 12.45 ALLE 16.45,Locale,null,22/02/2025,Campania,Napoli,24/02/2025 10:34,2025-03-30,2025-03-30
"Revocato (include le azioni di revoca, sospensione e differimento)",28/03/2025,28/03/2025,CUB TRASPORTI,Aereo,"LAVORATORI COMPARTO AEREO, AEROPORTUALE E INDOTTO AEROPORTI",4 ORE: DALLE 12.00 ALLE 16.00,Nazionale,null,07/03/2025,Italia,Tutte,07/03/2025 09:28,2025-03-28,2025-03-28
Effettuato,24/03/2025,24/03/2025,ANPAC + RSA,Aereo,PILOTI SOC. EASYJET AIRLINES LIMITED,24 ORE: DALLE 00.01 ALLE 24.00,Nazionale,null,07/03/2025,Italia,Tutte,07/03/2025 19:21,2025-03-24,2025-03-24
Effettuato,24/03/2025,24/03/2025,FILT-CGIL/UILT-UIL,Aereo,PILOTI SOC. EASYJET AIRLINES LIMITED,24 ORE,Nazionale,null,05/03/2025,Italia,Tutte,05/03/2025 16:45,2025-03-24,2025-03-24
Effettuato,24/03/2025,24/03/2025,FLAI TRASPORTI E SERVIZI,Aereo,PERSONALE AZIENDE HANDLING ASSOCIATE ASSOHANDLERS OPERANTI NEI SEDIMI AEROPORTUALI ITALIANI,24 ORE,Nazionale,null,27/02/2025,Italia,Tutte,27/02/2025 13:54,2025-03-24,2025-03-24
"Revocato (include le azioni di revoca, sospensione e differimento)",24/03/2025,28/03/2025,TRASPORTOUNITO FIAP,Trasporto merci,FERMO NAZIONALE SERVIZI AUTOTRASPORTO MERCI,120 ORE: DALLE 00.00 DEL 24/3 ALLE 24.00 DEL 28/3,Nazionale,null,21/02/2025,Italia,Tutte,24/02/2025 10:29,2025-03-24,2025-03-28
"Revocato (include le azioni di revoca, sospensione e differimento)",22/03/2025,22/03/2025,OSP FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. ARST SEDI/DEPOSITI PROVINCIA DI SASSARI,8 ORE: SETTORE FERROVIA E AUTOMOBILISTICO  DALLE 15.59 ALLE 23.59 - SETTORE METROTRANVIARIO DALLE 11.14 ALLE 13.29 E DALLE 15.45 ALLE 22.00,Territoriale,null,05/03/2025,Sardegna,Sassari,05/03/2025 16:02,2025-03-22,2025-03-22
Effettuato,22/03/2025,22/03/2025,OSR ORSA TRASPORTI AUTOFERRO TPL,Trasporto pubblico locale,"PERSONALE VIAGGIANTE (MACCHINISTI, CAPITRENO E COORD.RI MOBILITA') DELLA SOC. EAV DI NAPOLI",4 ORE: DALLE 19.40 ALLE 23.40,Locale,null,19/02/2025,Campania,Napoli,19/02/2025 22:14,2025-03-22,2025-03-22
Effettuato,22/03/2025,22/03/2025,OSR ORSA TRASPORTI AUTOFERRO TPL,Trasporto pubblico locale,"PERSONALE VIAGGIANTE (MACCHINISTI, CAPITRENO E COORD.RI MOBILITA') DELLA SOC. EAV DI NAPOLI",4 ORE: DALLE 19.40 ALLE 23.40,Locale,null,05/03/2025,Campania,Napoli,05/03/2025 19:17,2025-03-22,2025-03-22
Effettuato,21/03/2025,21/03/2025,CUB TRASPORTI/SGB/COBAS LAVORO PRIVATO/ADL COBAS,Trasporto pubblico locale,PERSONALE ADDETTO AL TRASPORTO PUBBLICO LOCALE,24 ORE CON MODALITA' TERRITORIALI,Nazionale,"ESCLUSE SOCC. AMAT PALERMO, EAV, ANM, AMT",04/03/2025,Italia,Tutte,04/03/2025 23:30,2025-03-21,2025-03-21
Effettuato,21/03/2025,21/03/2025,OSP COBAS LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. GEST DI FIRENZE,24 ORE,Territoriale,null,24/02/2025,Toscana,Firenze,24/02/2025 18:38,2025-03-21,2025-03-21
Effettuato,21/03/2025,21/03/2025,OSP FILT-CGIL/UILT-UIL/UGL-FNA,Trasporto pubblico locale,PERSONALE SOC. CSC MOBILITA' DI LATINA,24 ORE,Locale,null,21/02/2025,Lazio,Latina,21/02/2025 08:51,2025-03-21,2025-03-21
Effettuato,21/03/2025,21/03/2025,OSP SLM-FAST-CONFSAL,Trasporto pubblico locale,PERSONALE SOC. SCHIAFFINI TRAVEL VARI COMUNI PROVINCIA DI ROMA E LATINA,24 ORE,Provinciale,"COMUNI DI (CASTEL GANDOLFO, VELLETRI, GENAZZANO, MONTE PORZIO CATONE, ROCCA DI PAPA, OLEVANO ROMANO, NETTUNO, NEMI, RIANO, CIAMPINO, TREVIGNANO ROMANO, SAN CESAREO, FRASCATI, PONZA, PONTINIA, ANGUILLARA SABAZIA, FORMELLO, MARINO)",25/02/2025,Lazio,Roma,25/02/2025 11:32,2025-03-21,2025-03-21
"Revocato (include le azioni di revoca, sospensione e differimento)",21/03/2025,22/03/2025,OSR ORSA FERROVIE,Ferroviario,PERSONALE MOBILE SOC. TRENITALIA DIREZIONE BUSINESS REGIONALE PIEMONTE E VALLE D'AOSTA,23 ORE: DALLE 03.00 DEL 21/3 ALLE 02.00 DEL 22/3,Regionale,null,18/02/2025,Piemonte,Tutte,18/02/2025 15:32,2025-03-21,2025-03-22
"Revocato (include le azioni di revoca, sospensione e differimento)",21/03/2025,22/03/2025,OSR ORSA FERROVIE,Ferroviario,"PERSONALE SOC. TRENITALIA ADDETTO A VENDITA, ASSISTENZA DIV. BUSINESS REGIONALE E SVILUPPO INTERMODALE DELLA DIR. REGIONALE PIEMONTE",23 ORE: DALLE 03.00 DEL 21/3 ALLE 02.00 DEL 22/3,Regionale,null,18/02/2025,Piemonte,Tutte,18/02/2025 15:32,2025-03-21,2025-03-22
Effettuato,21/03/2025,21/03/2025,OSR USB LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. BUSITALIA SITA NORD REGIONE UMBRIA,24 ORE: VARIE MODALITA',Regionale,null,10/03/2025,Umbria,Tutte,10/03/2025 15:29,2025-03-21,2025-03-21
Effettuato,21/03/2025,21/03/2025,RSA UGL AUTOFERRO,Trasporto pubblico locale,PERSONALE SOC. AMT DI GENOVA,4 ORE: VARIE MODALITA',Territoriale,null,21/02/2025,Liguria,Genova,21/02/2025 13:58,2025-03-21,2025-03-21
Effettuato,19/03/2025,19/03/2025,UGL FERROVIERI/FAST-CONFSAL/ORSA TRASPORTI,Ferroviario,"PERSONALE SOCC. GRUPPO FSI, ITALO NTV, TRENORD, TRENITALIA TPER",8 ORE: DALLE 09.01 ALLE 16.59,Nazionale,null,19/02/2025,Italia,Tutte,19/02/2025 19:17,2025-03-19,2025-03-19
Effettuato,18/03/2025,20/03/2025,FILT-CGIL/FIT-CISL/UILT-UIL,Marittimo,PERSONALE SOC. CARONTE & TOURIST ISOLE MINORI,48 ORE: DALLE 05.00 DEL 18/03 ALLE 04.59 DEL 20/03,Regionale,null,18/02/2025,Sicilia,Tutte,18/02/2025 11:45,2025-03-18,2025-03-20
Effettuato,18/03/2025,18/03/2025,OSR USB LAVORO PRIVATO,Aereo,PERSONALE SOC. SEA PRIME OPERANTE PRESSO LO SCALO DI MILANO LINATE (PIAZZALE OVEST),24 ORE,Territoriale,null,18/02/2025,Lombardia,Milano,18/02/2025 12:09,2025-03-18,2025-03-18
